season,episode,episode_name,character,num_speaking_parts,num_words
1,3,Health Care,Jan,18,96
1,3,Health Care,Jim,42,171
1,3,Health Care,Kevin,6,29
1,3,Health Care,Man on Phone,3,25
1,3,Health Care,Meredith,3,28
1,3,Health Care,Michael,56,391
1,3,Health Care,Oscar,9,38
1,3,Health Care,Pam,32,124
1,3,Health Care,Ryan,1,9
1,3,Health Care,Stanley,6,35
1,3,Health Care,Travel Agent,1,22
1,4,The Alliance,Angela,7,29
1,4,The Alliance,Dwight,47,250
1,4,The Alliance,Everybody,5,11
1,4,The Alliance,Jim,49,257
1,4,The Alliance,Kevin,3,6
1,4,The Alliance,Meredith,10,61
1,4,The Alliance,Michael,68,435
1,4,The Alliance,Oscar,14,69
1,4,The Alliance,Pam,22,134
1,4,The Alliance,Phyllis,5,36
1,4,The Alliance,Roy,3,23
1,4,The Alliance,Ryan,4,11
1,4,The Alliance,Stanley,2,9
1,4,The Alliance,Toby,4,13
1,5,Basketball,Angela,3,25
1,5,Basketball,Darryl,15,70
1,5,Basketball,Dwight,25,74
1,5,Basketball,Everybody,1,1
1,5,Basketball,Jim,21,133
1,5,Basketball,Kevin,1,7
1,5,Basketball,Lonny,5,25
1,5,Basketball,Madge,3,13
1,5,Basketball,Michael,104,496
1,5,Basketball,Oscar,2,16
1,5,Basketball,Pam,14,96
1,5,Basketball,Phyllis,4,25
1,5,Basketball,Roy,12,58
1,5,Basketball,Ryan,8,30
1,5,Basketball,Stanley,3,10
1,5,Basketball,Teammates,1,1
1,5,Basketball,Warehouse worker,2,7
1,5,Basketball,Worker,5,21
1,6,Hot Girl,Angela,3,16
1,6,Hot Girl,Dwight,28,126
1,6,Hot Girl,Jan,8,49
1,6,Hot Girl,Jim,55,231
1,6,Hot Girl,Katy,58,152
1,6,Hot Girl,Kevin,4,22
1,6,Hot Girl,Michael,106,514
1,6,Hot Girl,Oscar,1,4
1,6,Hot Girl,Pam,42,117
1,6,Hot Girl,Roy,14,49
1,6,Hot Girl,Ryan,12,48
1,6,Hot Girl,Stanley,3,17
1,6,Hot Girl,Toby,6,19
2,1,The Dundies,Angela,1,1
2,1,The Dundies,Chili's Employee,1,34
2,1,The Dundies,Darryl,1,6
2,1,The Dundies,Dwight,32,170
2,1,The Dundies,Employee,1,15
2,1,The Dundies,Everybody,1,1
2,1,The Dundies,Guy at bar,1,3
2,1,The Dundies,Guy At Bar,2,8
2,1,The Dundies,Jan,9,70
2,1,The Dundies,Jim,32,131
2,1,The Dundies,Kelly,7,29
2,1,The Dundies,Kevin,1,8
2,1,The Dundies,Michael,96,498
2,1,The Dundies,Oscar,2,32
2,1,The Dundies,Other Guy at Bar,1,7
2,1,The Dundies,Pam,41,173
2,1,The Dundies,Phyllis,10,36
2,1,The Dundies,Roy,6,29
2,1,The Dundies,Ryan,2,22
2,1,The Dundies,Stanley,8,61
2,2,Sexual Harassment,Actor,2,9
2,2,Sexual Harassment,Albiny,2,22
2,2,Sexual Harassment,Angela,2,22
2,2,Sexual Harassment,Darryl,9,72
2,2,Sexual Harassment,Dwight,11,54
2,2,Sexual Harassment,Jan,11,68
2,2,Sexual Harassment,Jim,16,109
2,2,Sexual Harassment,Kevin,6,25
2,2,Sexual Harassment,Man in Video,1,34
2,2,Sexual Harassment,Meredith,1,5
2,2,Sexual Harassment,Michael,99,504
2,2,Sexual Harassment,Mr. O'Malley,1,4
2,2,Sexual Harassment,Pam,27,137
2,2,Sexual Harassment,Pam's Mom,18,51
2,2,Sexual Harassment,Phyllis,6,30
2,2,Sexual Harassment,Redheaded Actress,1,3
2,2,Sexual Harassment,Roy,14,53
2,2,Sexual Harassment,Ryan,1,6
2,2,Sexual Harassment,Stanley,1,17
2,2,Sexual Harassment,Toby,26,148
2,2,Sexual Harassment,Todd Packer,19,156
2,2,Sexual Harassment,Video,1,3
2,2,Sexual Harassment,Warehouse guy,2,5
2,2,Sexual Harassment,Warehouse Guy,1,1
2,3,Office Olympics,Angela,6,44
2,3,Office Olympics,Bill,2,13
2,3,Office Olympics,Carol,15,71
2,3,Office Olympics,Crowd,1,1
2,3,Office Olympics,Dwight,55,292
2,3,Office Olympics,Everyone,1,1
2,3,Office Olympics,Jim,54,238
2,3,Office Olympics,Kevin,8,34
2,3,Office Olympics,Meredith,1,1
2,3,Office Olympics,Michael,83,408
2,3,Office Olympics,Oscar,10,32
2,3,Office Olympics,Pam,30,132
2,3,Office Olympics,Phyllis,2,9
2,3,Office Olympics,Ryan,5,64
2,3,Office Olympics,Stanley,3,25
2,4,The Fire,Angela,17,43
2,4,The Fire,Dwight,64,288
2,4,The Fire,Jim,51,204
2,4,The Fire,Katy,11,36
2,4,The Fire,Kelly,4,12
2,4,The Fire,Kevin,4,23
2,4,The Fire,Meredith,4,27
2,4,The Fire,Michael,69,368
2,4,The Fire,Oscar,4,13
2,4,The Fire,Pam,22,114
2,4,The Fire,Phyllis,6,20
2,4,The Fire,Roy,6,41
2,4,The Fire,Ryan,40,131
2,4,The Fire,song,1,8
2,4,The Fire,Song,6,5
2,4,The Fire,Stanley,5,25
2,5,Halloween,Angela,13,62
2,5,Halloween,Children,1,3
2,5,Halloween,Creed,16,83
2,5,Halloween,Devon,8,64
2,5,Halloween,Dwight,33,221
2,5,Halloween,Jim,30,212
2,5,Halloween,Kelly,3,24
2,5,Halloween,Kevin,2,2
2,5,Halloween,Kid,3,7
2,5,Halloween,Michael,108,397
2,5,Halloween,Oscar,7,12
2,5,Halloween,Pam,27,134
2,5,Halloween,Phyllis,3,8
2,5,Halloween,Ryan,1,11
2,5,Halloween,Sherri,11,42
2,5,Halloween,Stanley,3,11
2,6,The Fight,Angela,3,13
2,6,The Fight,Dwight,64,252
2,6,The Fight,Ira,9,44
2,6,The Fight,Jim,49,211
2,6,The Fight,Kelly,3,9
2,6,The Fight,Kevin,3,6
2,6,The Fight,Michael,85,443
2,6,The Fight,Pam,25,143
2,6,The Fight,Ryan,17,51
2,6,The Fight,Ryan's Voicemail,1,17
2,6,The Fight,Stanley,3,18
2,6,The Fight,Toby,5,26
2,7,The Client,Christian,19,112
2,7,The Client,Dwight,22,142
2,7,The Client,Everyone,1,1
2,7,The Client,Hostess,1,3
2,7,The Client,Jan,46,170
2,7,The Client,Jim,40,243
2,7,The Client,Kelly,1,7
2,7,The Client,Kevin,1,6
2,7,The Client,Michael,72,368
2,7,The Client,Oscar,4,39
2,7,The Client,Pam,32,173
2,7,The Client,Phyllis,4,14
2,7,The Client,Roy,1,3
2,7,The Client,Ryan,6,35
2,7,The Client,Toby,1,3
2,8,Performance Review,Angela,5,54
2,8,Performance Review,Creed,1,9
2,8,Performance Review,Dwight,42,226
2,8,Performance Review,Jan,52,201
2,8,Performance Review,Jim,26,105
2,8,Performance Review,Kelly,2,10
2,8,Performance Review,Kevin,4,12
2,8,Performance Review,Michael,103,417
2,8,Performance Review,Oscar,1,7
2,8,Performance Review,Pam,30,135
2,8,Performance Review,Phyllis,1,12
2,8,Performance Review,Ryan,1,5
2,8,Performance Review,Stanley,4,37
2,8,Performance Review,Toby,1,6
2,9,E-Mail Surveilance,Actor,1,6
2,9,E-Mail Surveilance,Actress,1,1
2,9,E-Mail Surveilance,Angela,13,34
2,9,E-Mail Surveilance,Bill,5,56
2,9,E-Mail Surveilance,Dwight,34,176
2,9,E-Mail Surveilance,Girl acting Pregnant,1,16
2,9,E-Mail Surveilance,Improv Teacher,15,77
2,9,E-Mail Surveilance,Jim,52,223
2,9,E-Mail Surveilance,Kelly,1,3
2,9,E-Mail Surveilance,Kevin,8,51
2,9,E-Mail Surveilance,Mark,2,9
2,9,E-Mail Surveilance,Mary-Beth,3,13
2,9,E-Mail Surveilance,Michael,80,382
2,9,E-Mail Surveilance,Oscar,6,41
2,9,E-Mail Surveilance,Pam,38,159
2,9,E-Mail Surveilance,Phyllis,4,40
2,9,E-Mail Surveilance,Ryan,2,11
2,9,E-Mail Surveilance,Sadiq (IT guy),4,19
2,9,E-Mail Surveilance,Stanley,2,16
2,10,Christmas Party,All,1,3
2,10,Christmas Party,Angela,9,49
2,10,Christmas Party,Bob Vance,4,14
2,10,Christmas Party,Creed,4,17
2,10,Christmas Party,Darryl,11,51
2,10,Christmas Party,Dwight,42,197
2,10,Christmas Party,Jim,27,177
2,10,Christmas Party,JIm,1,1
2,10,Christmas Party,Kelly,8,32
2,10,Christmas Party,Kevin,11,64
2,10,Christmas Party,Liquor Store Clerk,2,12
2,10,Christmas Party,Meredith,10,39
2,10,Christmas Party,Michael,87,418
2,10,Christmas Party,Oscar,8,52
2,10,Christmas Party,Pam,17,89
2,10,Christmas Party,Phyllis,5,29
2,10,Christmas Party,Roy,8,59
2,10,Christmas Party,Ryan,15,80
2,10,Christmas Party,Stanley,5,31
2,10,Christmas Party,Toby,3,32
2,10,Christmas Party,Todd Packer,3,14
2,11,Booze Cruise,Angela,1,7
2,11,Booze Cruise,Brenda,3,13
2,11,Booze Cruise,Captain Jack,30,180
2,11,Booze Cruise,Darryl,3,11
2,11,Booze Cruise,Dwight,22,127
2,11,Booze Cruise,Jim,29,132
2,11,Booze Cruise,Katy,9,60
2,11,Booze Cruise,Kelly,4,21
2,11,Booze Cruise,Meredith,3,4
2,11,Booze Cruise,Michael,75,444
2,11,Booze Cruise,Oscar,1,14
2,11,Booze Cruise,Pam,17,92
2,11,Booze Cruise,Phyllis,4,18
2,11,Booze Cruise,Roy,11,94
2,11,Booze Cruise,Ryan,2,22
2,11,Booze Cruise,Stanley,8,33
2,12,The Injury,Angela,5,26
2,12,The Injury,Billy Merchant,17,121
2,12,The Injury,Creed,1,9
2,12,The Injury,Doctor,4,27
2,12,The Injury,Dwight,59,155
2,12,The Injury,Jim,55,159
2,12,The Injury,Kelly,1,9
2,12,The Injury,Kevin,2,8
2,12,The Injury,Lab Tech,3,26
2,12,The Injury,Meredith,1,5
2,12,The Injury,Michael,124,496
2,12,The Injury,Oscar,3,20
2,12,The Injury,Pam,56,164
2,12,The Injury,Phyllis,3,20
2,12,The Injury,Ryan,13,76
2,12,The Injury,Stanley,4,15
2,12,The Injury,Toby,7,35
2,13,The Secret,Angela,5,18
2,13,The Secret,Creed,3,17
2,13,The Secret,Dana,8,37
2,13,The Secret,Dwight,38,267
2,13,The Secret,Gil,2,3
2,13,The Secret,Hooter's Girls,1,6
2,13,The Secret,Jim,50,195
2,13,The Secret,Kelly,5,43
2,13,The Secret,Kevin,8,40
2,13,The Secret,Michael,92,391
2,13,The Secret,Oscar,9,41
2,13,The Secret,Pam,27,113
2,13,The Secret,Phylis,1,8
2,13,The Secret,Ryan,7,40
2,13,The Secret,Stanley,3,7
2,13,The Secret,Toby,3,24
2,14,The Carpet,Angela,2,13
2,14,The Carpet,Creed,9,33
2,14,The Carpet,Darryl,3,11
2,14,The Carpet,Dwight,25,86
2,14,The Carpet,Ed,9,47
2,14,The Carpet,Jim,27,139
2,14,The Carpet,Jim's voicemail,1,5
2,14,The Carpet,Kelly,10,131
2,14,The Carpet,Kevin,7,25
2,14,The Carpet,Michael,101,454
2,14,The Carpet,Oscar,5,29
2,14,The Carpet,Packer,6,22
2,14,The Carpet,Pam,27,182
2,14,The Carpet,Phyllis,1,5
2,14,The Carpet,Roy,6,29
2,14,The Carpet,Ryan,13,77
2,14,The Carpet,Stanley,2,27
2,14,The Carpet,Toby,1,4
2,14,The Carpet,Todd,1,9
2,14,The Carpet,Todd Packer,1,11
2,15,Boys & Girls,All the Men,1,4
2,15,Boys & Girls,Angela,5,56
2,15,Boys & Girls,Darryl,27,134
2,15,Boys & Girls,Dwight,12,67
2,15,Boys & Girls,Group chant,1,2
2,15,Boys & Girls,Guy,4,14
2,15,Boys & Girls,Jan,55,297
2,15,Boys & Girls,Jim,22,73
2,15,Boys & Girls,Kelly,9,71
2,15,Boys & Girls,Kevin,3,29
2,15,Boys & Girls,Lonny,3,30
2,15,Boys & Girls,Madge,2,8
2,15,Boys & Girls,Meredith,5,29
2,15,Boys & Girls,Michael,76,384
2,15,Boys & Girls,Pam,26,178
2,15,Boys & Girls,Phyllis,9,50
2,15,Boys & Girls,Roy,15,96
2,15,Boys & Girls,Ryan,2,20
2,15,Boys & Girls,Stanley,1,12
2,16,Valentine's Day,Angela,4,23
2,16,Valentine's Day,Craig,12,90
2,16,Valentine's Day,Dan,1,7
2,16,Valentine's Day,David,12,72
2,16,Valentine's Day,Delivery man,5,12
2,16,Valentine's Day,Dwight,19,131
2,16,Valentine's Day,Jan,16,112
2,16,Valentine's Day,Jim,16,126
2,16,Valentine's Day,Josh,11,65
2,16,Valentine's Day,Kelly,13,114
2,16,Valentine's Day,Kevin,5,13
2,16,Valentine's Day,Meredith,2,10
2,16,Valentine's Day,Michael,45,399
2,16,Valentine's Day,Oscar,2,17
2,16,Valentine's Day,Pam,23,118
2,16,Valentine's Day,Phyllis,3,11
2,16,Valentine's Day,Roy,5,31
2,16,Valentine's Day,Ryan,4,17
2,17,Dwight's Speech,Angela,4,33
2,17,Dwight's Speech,Creed,4,23
2,17,Dwight's Speech,Crowd,1,4
2,17,Dwight's Speech,Dwight,49,298
2,17,Dwight's Speech,Jim,35,224
2,17,Dwight's Speech,Kelly,5,42
2,17,Dwight's Speech,Kevin,4,27
2,17,Dwight's Speech,Michael,52,378
2,17,Dwight's Speech,Oscar,3,47
2,17,Dwight's Speech,Overhead,1,5
2,17,Dwight's Speech,Pam,19,128
2,17,Dwight's Speech,Phyllis,4,14
2,17,Dwight's Speech,Ryan,7,55
2,17,Dwight's Speech,Speaker,2,16
2,17,Dwight's Speech,Stanley,5,27
2,17,Dwight's Speech,Toby,4,18
2,18,Take Your Daughter to Work Day,Abby,12,42
2,18,Take Your Daughter to Work Day,Angela,4,54
2,18,Take Your Daughter to Work Day,Chet,2,9
2,18,Take Your Daughter to Work Day,Creed,4,20
2,18,Take Your Daughter to Work Day,Darryl,1,6
2,18,Take Your Daughter to Work Day,Dwight,23,191
2,18,Take Your Daughter to Work Day,Edward R. Meow,7,39
2,18,Take Your Daughter to Work Day,Jake,20,45
2,18,Take Your Daughter to Work Day,Jim,17,107
2,18,Take Your Daughter to Work Day,Kelly,6,47
2,18,Take Your Daughter to Work Day,Kevin,5,43
2,18,Take Your Daughter to Work Day,Kids,2,3
2,18,Take Your Daughter to Work Day,Melissa,14,85
2,18,Take Your Daughter to Work Day,Meredith,2,34
2,18,Take Your Daughter to Work Day,Michael,77,423
2,18,Take Your Daughter to Work Day,Miss Trudy,2,22
2,18,Take Your Daughter to Work Day,Oscar,1,4
2,18,Take Your Daughter to Work Day,Pam,21,128
2,18,Take Your Daughter to Work Day,Roy,1,7
2,18,Take Your Daughter to Work Day,Ryan,10,49
2,18,Take Your Daughter to Work Day,Sasha,8,23
2,18,Take Your Daughter to Work Day,Stanley,6,61
2,18,Take Your Daughter to Work Day,The Kids,1,2
2,18,Take Your Daughter to Work Day,Toby,13,59
2,18,Take Your Daughter to Work Day,Young Michael,2,20
2,19,Michael's Birthday,Angela,12,57
2,19,Michael's Birthday,Carol,4,20
2,19,Michael's Birthday,Delivery Boy,2,15
2,19,Michael's Birthday,Delivery Woman,3,10
2,19,Michael's Birthday,Dwight,43,217
2,19,Michael's Birthday,Jan,5,22
2,19,Michael's Birthday,Jim,22,101
2,19,Michael's Birthday,Kelly,4,42
2,19,Michael's Birthday,Kevin,14,61
2,19,Michael's Birthday,Meredith,1,5
2,19,Michael's Birthday,Michael,87,443
2,19,Michael's Birthday,Office Staff,1,6
2,19,Michael's Birthday,Oscar,7,26
2,19,Michael's Birthday,Pam,26,111
2,19,Michael's Birthday,Phyllis,2,14
2,19,Michael's Birthday,Ryan,3,13
2,19,Michael's Birthday,Stanley,3,17
2,19,Michael's Birthday,Store Employee,1,9
2,19,Michael's Birthday,Toby,8,50
2,20,Drug Testing,Angela,5,26
2,20,Drug Testing,Creed,1,6
2,20,Drug Testing,Dwight,70,344
2,20,Drug Testing,Hank,5,29
2,20,Drug Testing,Jim,19,133
2,20,Drug Testing,Kelly,5,79
2,20,Drug Testing,Kevin,5,16
2,20,Drug Testing,Linda,5,27
2,20,Drug Testing,Michael,50,354
2,20,Drug Testing,Oscar,6,39
2,20,Drug Testing,Pam,15,136
2,20,Drug Testing,Phyllis,3,9
2,20,Drug Testing,Ryan,7,41
2,20,Drug Testing,Stanley,6,36
2,20,Drug Testing,Toby,5,40
2,21,Conflict Resolution,Angela,12,74
2,21,Conflict Resolution,Anglea,1,4
2,21,Conflict Resolution,Creed,3,37
2,21,Conflict Resolution,Dwight,33,207
2,21,Conflict Resolution,Female worker,1,6
2,21,Conflict Resolution,I.D. Photographer,1,1
2,21,Conflict Resolution,Jim,28,183
2,21,Conflict Resolution,Kelly,2,15
2,21,Conflict Resolution,Kevin,3,19
2,21,Conflict Resolution,Michael,88,481
2,21,Conflict Resolution,Oscar,9,75
2,21,Conflict Resolution,Pam,24,116
2,21,Conflict Resolution,Photographer,9,39
2,21,Conflict Resolution,Phyllis,12,50
2,21,Conflict Resolution,Ryan,4,14
2,21,Conflict Resolution,Stanley,4,15
2,21,Conflict Resolution,Toby,22,140
2,22,Casino Night,Angela,5,38
2,22,Casino Night,Billy,4,25
2,22,Casino Night,Billy's Girlfriend,2,10
2,22,Casino Night,Bob,2,23
2,22,Casino Night,Bob Vance,1,3
2,22,Casino Night,Carol,30,92
2,22,Casino Night,Creed,4,54
2,22,Casino Night,Darryl,8,62
2,22,Casino Night,Dealer,5,35
2,22,Casino Night,Dwight,31,186
2,22,Casino Night,Jan,40,141
2,22,Casino Night,Jim,52,196
2,22,Casino Night,Kelly,1,24
2,22,Casino Night,Kevin,16,91
2,22,Casino Night,Meredith,1,1
2,22,Casino Night,Michael,94,414
2,22,Casino Night,Oscar,4,25
2,22,Casino Night,Pam,44,184
2,22,Casino Night,Phyllis,7,30
2,22,Casino Night,Roy,11,66
2,22,Casino Night,Ryan,1,16
2,22,Casino Night,Stanley,1,7
2,22,Casino Night,Toby,4,53
3,1,Gay Witch Hunt,Andy,5,85
3,1,Gay Witch Hunt,Angela,4,35
3,1,Gay Witch Hunt,Dwight,17,105
3,1,Gay Witch Hunt,Jan,7,65
3,1,Gay Witch Hunt,Jim,11,99
3,1,Gay Witch Hunt,Josh,1,37
3,1,Gay Witch Hunt,Karen,1,23
3,1,Gay Witch Hunt,Kelly,1,10
3,1,Gay Witch Hunt,Michael,51,362
3,1,Gay Witch Hunt,Oscar,16,132
3,1,Gay Witch Hunt,Pam,6,70
3,1,Gay Witch Hunt,Phyllis,3,26
3,1,Gay Witch Hunt,Roy,4,47
3,1,Gay Witch Hunt,Ryan,1,38
3,1,Gay Witch Hunt,Stanley,1,32
3,1,Gay Witch Hunt,Toby,9,80
3,2,The Convention,Alan,8,61
3,2,The Convention,Angela,9,69
3,2,The Convention,Creed,2,26
3,2,The Convention,Dwight,37,127
3,2,The Convention,Evan,6,37
3,2,The Convention,Guy,2,12
3,2,The Convention,Jan,12,50
3,2,The Convention,Jerome Bettis,4,13
3,2,The Convention,Jim,32,142
3,2,The Convention,Josh,21,104
3,2,The Convention,Kelly,8,74
3,2,The Convention,Kevin,3,17
3,2,The Convention,Meredith,1,6
3,2,The Convention,Michael,108,447
3,2,The Convention,Pam,30,127
3,2,The Convention,Phyllis,2,22
3,2,The Convention,Ryan,3,16
3,2,The Convention,Stanley,1,10
3,2,The Convention,Ted,1,4
3,2,The Convention,Toby,6,25
3,2,The Convention,Waiter,1,6
3,3,The Coup,Andy,10,38
3,3,The Coup,Angela,12,80
3,3,The Coup,Creed,2,6
3,3,The Coup,Dwight,71,273
3,3,The Coup,Jan,25,98
3,3,The Coup,Jim,11,103
3,3,The Coup,Josh,8,47
3,3,The Coup,Karen,7,34
3,3,The Coup,Kelly,8,35
3,3,The Coup,Kevin,4,34
3,3,The Coup,Michael,73,298
3,3,The Coup,Pam,17,120
3,3,The Coup,Phyllis,5,14
3,3,The Coup,Roy,2,4
3,3,The Coup,Stanley,2,12
3,4,Grief Counseling,Andy,4,23
3,4,Grief Counseling,Angela,6,27
3,4,Grief Counseling,Creed,6,43
3,4,Grief Counseling,Dwight,35,189
3,4,Grief Counseling,Jan,12,63
3,4,Grief Counseling,Jim,15,118
3,4,Grief Counseling,Josh,3,25
3,4,Grief Counseling,Karen,15,87
3,4,Grief Counseling,Kelly,4,37
3,4,Grief Counseling,Kevin,2,36
3,4,Grief Counseling,Meredith,1,8
3,4,Grief Counseling,Michael,82,375
3,4,Grief Counseling,Pam,25,187
3,4,Grief Counseling,Phyllis,3,13
3,4,Grief Counseling,Roy,5,53
3,4,Grief Counseling,Ryan,6,79
3,4,Grief Counseling,Stanley,5,20
3,4,Grief Counseling,Toby,3,37
3,5,Initiation,Andy,5,39
3,5,Initiation,Angela,4,18
3,5,Initiation,Announcer,1,25
3,5,Initiation,Bob,2,9
3,5,Initiation,Cousin Mose,1,5
3,5,Initiation,Dwight,45,316
3,5,Initiation,Jan,7,39
3,5,Initiation,Jim,45,148
3,5,Initiation,Karen,9,37
3,5,Initiation,Kelly,6,49
3,5,Initiation,Kevin,3,9
3,5,Initiation,Michael,33,209
3,5,Initiation,Pam,52,183
3,5,Initiation,Phyllis,2,10
3,5,Initiation,Pretzel guy,3,38
3,5,Initiation,Ryan,36,178
3,5,Initiation,Stanley,6,52
3,5,Initiation,Toby,1,1
3,6,Diwali,Andy,14,80
3,6,Diwali,Angela,10,74
3,6,Diwali,Carol,12,43
3,6,Diwali,Creed,1,7
3,6,Diwali,Crowd,1,1
3,6,Diwali,Dwight,6,51
3,6,Diwali,Girls,1,3
3,6,Diwali,Jim,19,98
3,6,Diwali,Josh,2,27
3,6,Diwali,Karen,14,46
3,6,Diwali,Kelly,15,94
3,6,Diwali,Kelly's Father,3,17
3,6,Diwali,Kelly's Mom,5,30
3,6,Diwali,Kevin,6,35
3,6,Diwali,Meredith,2,21
3,6,Diwali,Michael,56,370
3,6,Diwali,Overhead,1,31
3,6,Diwali,Pam,23,98
3,6,Diwali,Phyllis,2,24
3,6,Diwali,Roy,1,6
3,6,Diwali,Ryan,7,38
3,6,Diwali,Server,1,3
3,6,Diwali,Stanley,1,4
3,6,Diwali,Toby,2,12
3,6,Diwali,Tony,2,19
3,6,Diwali,Young Man,1,6
3,7,Branch Closing,Andy,5,23
3,7,Branch Closing,Angela,7,35
3,7,Branch Closing,Darryl,4,25
3,7,Branch Closing,Dwight,37,153
3,7,Branch Closing,Dwight ,1,40
3,7,Branch Closing,Jan,32,182
3,7,Branch Closing,Jim,21,148
3,7,Branch Closing,Josh,10,56
3,7,Branch Closing,Karen,9,65
3,7,Branch Closing,Kelly,2,38
3,7,Branch Closing,Kevin,12,45
3,7,Branch Closing,M ichael,1,5
3,7,Branch Closing,Michael,66,300
3,7,Branch Closing,Michael ,1,16
3,7,Branch Closing,Pam,22,119
3,7,Branch Closing,Phyllis,8,44
3,7,Branch Closing,Roy,4,44
3,7,Branch Closing,Ryan,7,91
3,7,Branch Closing,Stanley,1,16
3,7,Branch Closing,Toby,3,48
3,8,The Merger,Andy,40,225
3,8,The Merger,Angela,4,20
3,8,The Merger,Creed,2,9
3,8,The Merger,Dwight,73,277
3,8,The Merger,Hannah,9,35
3,8,The Merger,Jan,6,44
3,8,The Merger,Jim,66,188
3,8,The Merger,Karen,26,112
3,8,The Merger,Kelly,6,42
3,8,The Merger,Kevin,7,49
3,8,The Merger,Male voice,1,3
3,8,The Merger,Martin,5,25
3,8,The Merger,Meredith,2,7
3,8,The Merger,Michael,125,536
3,8,The Merger,Pam,36,165
3,8,The Merger,Phyllis,8,51
3,8,The Merger,Ryan,9,40
3,8,The Merger,Stanley,4,44
3,8,The Merger,Toby,16,54
3,8,The Merger,Tony,21,70
3,9,The Convict,Andy,17,149
3,9,The Convict,Angela,10,76
3,9,The Convict,Creed,2,20
3,9,The Convict,Dwight,4,43
3,9,The Convict,Hannah,5,10
3,9,The Convict,Jan,7,53
3,9,The Convict,Jim,31,171
3,9,The Convict,Karen,10,39
3,9,The Convict,Kevin,13,58
3,9,The Convict,Martin,11,114
3,9,The Convict,Meredith,1,5
3,9,The Convict,Michael,54,437
3,9,The Convict,Pam,16,67
3,9,The Convict,Phyllis,1,5
3,9,The Convict,Ryan,3,10
3,9,The Convict,Stanley,2,5
3,9,The Convict,Toby,4,55
3,10,A Benihana Christmas (Parts 1&2),Andy,28,176
3,10,A Benihana Christmas (Parts 1&2),Angela,37,237
3,10,A Benihana Christmas (Parts 1&2),Both,2,13
3,10,A Benihana Christmas (Parts 1&2),Carol,18,60
3,10,A Benihana Christmas (Parts 1&2),Chef,2,14
3,10,A Benihana Christmas (Parts 1&2),Cindy,2,11
3,10,A Benihana Christmas (Parts 1&2),Creed,3,40
3,10,A Benihana Christmas (Parts 1&2),Darryl,3,37
3,10,A Benihana Christmas (Parts 1&2),Dwight,61,302
3,10,A Benihana Christmas (Parts 1&2),Everybody,1,1
3,10,A Benihana Christmas (Parts 1&2),Hannah,2,12
3,10,A Benihana Christmas (Parts 1&2),Jim,44,242
3,10,A Benihana Christmas (Parts 1&2),Karen,34,152
3,10,A Benihana Christmas (Parts 1&2),Kelly,5,33
3,10,A Benihana Christmas (Parts 1&2),Kevin,14,73
3,10,A Benihana Christmas (Parts 1&2),Man,1,2
3,10,A Benihana Christmas (Parts 1&2),Meredith,3,10
3,10,A Benihana Christmas (Parts 1&2),Michael,108,470
3,10,A Benihana Christmas (Parts 1&2),Oscar,1,2
3,10,A Benihana Christmas (Parts 1&2),Other waitress,2,8
3,10,A Benihana Christmas (Parts 1&2),Pam,57,217
3,10,A Benihana Christmas (Parts 1&2),Phyllis,12,52
3,10,A Benihana Christmas (Parts 1&2),Roy,6,36
3,10,A Benihana Christmas (Parts 1&2),Ryan,8,68
3,10,A Benihana Christmas (Parts 1&2),Second Cindy,12,40
3,10,A Benihana Christmas (Parts 1&2),Stanley,3,12
3,10,A Benihana Christmas (Parts 1&2),Toby,8,39
3,10,A Benihana Christmas (Parts 1&2),Waitress,1,6
3,10,A Benihana Christmas (Parts 1&2),Woman at bar,1,4
3,12,Back from Vacation,Andy,3,24
3,12,Back from Vacation,Angela,4,37
3,12,Back from Vacation,Darryl,6,32
3,12,Back from Vacation,Dwight,22,100
3,12,Back from Vacation,Everybody,2,6
3,12,Back from Vacation,Jan,12,114
3,12,Back from Vacation,Jim,25,138
3,12,Back from Vacation,Karen,9,86
3,12,Back from Vacation,Kevin,5,31
3,12,Back from Vacation,Michael,70,335
3,12,Back from Vacation,Packer,7,48
3,12,Back from Vacation,Pam,33,147
3,12,Back from Vacation,Phyllis,2,25
3,12,Back from Vacation,Roy,5,40
3,12,Back from Vacation,Stanley,4,32
3,12,Back from Vacation,Toby,7,58
3,13,Traveling Salesmen,Andy,29,303
3,13,Traveling Salesmen,Angela,17,125
3,13,Traveling Salesmen,Buyer,2,22
3,13,Traveling Salesmen,Dwight,33,226
3,13,Traveling Salesmen,Guy,1,1
3,13,Traveling Salesmen,Harvey,7,32
3,13,Traveling Salesmen,Jan,1,30
3,13,Traveling Salesmen,Jim,39,182
3,13,Traveling Salesmen,Julius,3,11
3,13,Traveling Salesmen,Karen,16,64
3,13,Traveling Salesmen,Kelly,2,18
3,13,Traveling Salesmen,Kenny,1,16
3,13,Traveling Salesmen,Kevin,7,43
3,13,Traveling Salesmen,Man,5,35
3,13,Traveling Salesmen,Michael,48,233
3,13,Traveling Salesmen,Pam,26,103
3,13,Traveling Salesmen,Phone,1,10
3,13,Traveling Salesmen,Phyllis,10,67
3,13,Traveling Salesmen,Ryan,8,45
3,13,Traveling Salesmen,Stanley,8,54
3,14,The Return,Andy,40,279
3,14,The Return,Angela,14,75
3,14,The Return,Creed,3,15
3,14,The Return,Dwight,25,151
3,14,The Return,Everybody,1,1
