season,episode,episode_name,character,num_speaking_parts,num_words
3,14,The Return,Jim,25,83
3,14,The Return,Karen,4,39
3,14,The Return,Kevin,3,22
3,14,The Return,Lady,2,8
3,14,The Return,Marcy,3,19
3,14,The Return,Meredith,2,4
3,14,The Return,Michael,48,254
3,14,The Return,MIchael,1,59
3,14,The Return,Oscar,11,67
3,14,The Return,Pam,10,43
3,14,The Return,Paris,6,46
3,14,The Return,Phyllis,3,28
3,14,The Return,Ryan,3,13
3,14,The Return,Stanley,2,8
3,14,The Return,Staples Guy,1,9
3,15,Ben Franklin,Angela,4,26
3,15,Ben Franklin,Ben Franklin,24,126
3,15,Ben Franklin,Bob Vance,1,5
3,15,Ben Franklin,Dwight,28,127
3,15,Ben Franklin,Elizabeth,17,65
3,15,Ben Franklin,Jan,6,29
3,15,Ben Franklin,Jim,25,123
3,15,Ben Franklin,Karen,15,96
3,15,Ben Franklin,Kelly,3,28
3,15,Ben Franklin,Kevin,2,24
3,15,Ben Franklin,Meredith,2,8
3,15,Ben Franklin,Michael,76,370
3,15,Ben Franklin,Packer,11,75
3,15,Ben Franklin,Pam,30,146
3,15,Ben Franklin,Roy,1,23
3,15,Ben Franklin,Ryan,6,29
3,15,Ben Franklin,Stanley,1,2
3,16,Phyllis' Wedding,Angela,3,22
3,16,Phyllis' Wedding,Bob Vance,7,25
3,16,Phyllis' Wedding,Crowd,1,1
3,16,Phyllis' Wedding,Dwight,24,161
3,16,Phyllis' Wedding,Jim,19,113
3,16,Phyllis' Wedding,Karen,4,35
3,16,Phyllis' Wedding,Kelly,6,54
3,16,Phyllis' Wedding,Kevin,4,62
3,16,Phyllis' Wedding,Meredith,1,10
3,16,Phyllis' Wedding,Michael,49,370
3,16,Phyllis' Wedding,Pam,15,74
3,16,Phyllis' Wedding,Photographer,1,22
3,16,Phyllis' Wedding,Phyllis,15,66
3,16,Phyllis' Wedding,Priest,4,20
3,16,Phyllis' Wedding,Randy,2,10
3,16,Phyllis' Wedding,Roy,9,71
3,16,Phyllis' Wedding,Stanley,2,4
3,16,Phyllis' Wedding,Toby,2,5
3,16,Phyllis' Wedding,Uncle Al,7,37
3,16,Phyllis' Wedding,Unknown,1,2
3,16,Phyllis' Wedding,Women,1,4
3,17,Business School,Angela,2,14
3,17,Business School,Artist,1,3
3,17,Business School,Business Student #1,4,41
3,17,Business School,Business Student #2,3,31
3,17,Business School,Business Student #3,2,11
3,17,Business School,College Student,1,1
3,17,Business School,Creed,5,12
3,17,Business School,Dwight,22,169
3,17,Business School,Gil,4,29
3,17,Business School,Jim,11,90
3,17,Business School,Karen,5,19
3,17,Business School,Kelly,9,49
3,17,Business School,Kenny,1,2
3,17,Business School,Kevin,6,21
3,17,Business School,Meredith,3,12
3,17,Business School,Michael,45,386
3,17,Business School,Oscar,4,21
3,17,Business School,Pam,26,104
3,17,Business School,Roy,8,49
3,17,Business School,Ryan,15,109
3,17,Business School,Stanley,1,2
3,17,Business School,Toby,3,50
3,17,Business School,Woman,4,5
3,18,Cocktails,Angela,1,4
3,18,Cocktails,Bartender,1,2
3,18,Cocktails,Child,2,8
3,18,Cocktails,Creed,2,24
3,18,Cocktails,Dan Gore,1,1
3,18,Cocktails,David,8,51
3,18,Cocktails,Dwight,31,156
3,18,Cocktails,Everyone,1,1
3,18,Cocktails,Jan,46,208
3,18,Cocktails,Jim,21,114
3,18,Cocktails,Karen,12,108
3,18,Cocktails,Kelly,1,6
3,18,Cocktails,Kenny,7,18
3,18,Cocktails,Kevin,8,34
3,18,Cocktails,Man,1,7
3,18,Cocktails,Michael,84,364
3,18,Cocktails,Pam,22,137
3,18,Cocktails,Rachel,10,43
3,18,Cocktails,Roy,22,100
3,18,Cocktails,Ryan,3,12
3,18,Cocktails,Student 1,1,2
3,18,Cocktails,Student 2,1,4
3,18,Cocktails,Toby,3,4
3,19,The Negotiation,Andy,2,42
3,19,The Negotiation,Angela,11,49
3,19,The Negotiation,Creed,3,20
3,19,The Negotiation,Darryl,43,208
3,19,The Negotiation,Dwight,18,202
3,19,The Negotiation,Hunter,1,7
3,19,The Negotiation,Jan,30,143
3,19,The Negotiation,Jim,41,184
3,19,The Negotiation,Karen,15,130
3,19,The Negotiation,Kelly,14,119
3,19,The Negotiation,Kevin,8,45
3,19,The Negotiation,Michael,104,393
3,19,The Negotiation,Oscar,4,50
3,19,The Negotiation,Pam,15,90
3,19,The Negotiation,Phyllis,4,16
3,19,The Negotiation,Roy,8,80
3,19,The Negotiation,Ryan,9,40
3,19,The Negotiation,Stanley,4,33
3,19,The Negotiation,Toby,17,101
3,20,Safety Training,Andy,18,86
3,20,Safety Training,Angela,1,4
3,20,Safety Training,Creed,3,10
3,20,Safety Training,Darry,1,11
3,20,Safety Training,Darryl,30,206
3,20,Safety Training,Dwight,54,235
3,20,Safety Training,Everyone,1,1
3,20,Safety Training,Guy,1,2
3,20,Safety Training,Jim,24,119
3,20,Safety Training,Karen,4,20
3,20,Safety Training,Kelly,6,82
3,20,Safety Training,Kevin,16,92
3,20,Safety Training,Lonny,12,57
3,20,Safety Training,Madge,2,5
3,20,Safety Training,Michael,78,411
3,20,Safety Training,Micheal,1,19
3,20,Safety Training,Oscar,3,17
3,20,Safety Training,Pam,19,76
3,20,Safety Training,Ryan,5,25
3,20,Safety Training,Stanley,2,9
3,20,Safety Training,Toby,8,81
3,21,Product Recall,Andy,34,191
3,21,Product Recall,Angela,12,96
3,21,Product Recall,Barbara,14,63
3,21,Product Recall,Chad Lite,6,17
3,21,Product Recall,Creed,8,148
3,21,Product Recall,Dwight,31,200
3,21,Product Recall,Jamie,3,11
3,21,Product Recall,Jim,46,151
3,21,Product Recall,Karen,4,20
3,21,Product Recall,Kelly,10,113
3,21,Product Recall,Kevin,8,42
3,21,Product Recall,Michael,53,389
3,21,Product Recall,Oscar,6,32
3,21,Product Recall,Pam,14,93
3,21,Product Recall,Phyllis,1,11
3,21,Product Recall,Ryan,2,6
3,21,Product Recall,School Official,4,21
3,21,Product Recall,Stanley,1,5
3,22,Women's Appreciation,Andy,10,67
3,22,Women's Appreciation,Angela,11,95
3,22,Women's Appreciation,Creed,6,61
3,22,Women's Appreciation,Dwight,42,255
3,22,Women's Appreciation,Hunter,1,4
3,22,Women's Appreciation,Jan,11,93
3,22,Women's Appreciation,Jim,31,152
3,22,Women's Appreciation,Karen,15,109
3,22,Women's Appreciation,Kelly,4,19
3,22,Women's Appreciation,Kevin,11,49
3,22,Women's Appreciation,Meredith,5,24
3,22,Women's Appreciation,Michael,80,485
3,22,Women's Appreciation,Pam,35,175
3,22,Women's Appreciation,Phyllis,12,73
3,22,Women's Appreciation,Ryan,5,42
3,22,Women's Appreciation,Toby,7,42
3,23,Beach Games,Andy,18,129
3,23,Beach Games,Angela,8,59
3,23,Beach Games,Creed,2,16
3,23,Beach Games,David,9,48
3,23,Beach Games,Dwight,38,165
3,23,Beach Games,Group,5,41
3,23,Beach Games,Jim,22,129
3,23,Beach Games,Karen,9,37
3,23,Beach Games,Kelly,9,40
3,23,Beach Games,Kevin,5,73
3,23,Beach Games,Meredith,2,28
3,23,Beach Games,Michael,105,588
3,23,Beach Games,Oscar,5,57
3,23,Beach Games,Pam,23,220
3,23,Beach Games,Phyllis,1,4
3,23,Beach Games,Ryan,3,35
3,23,Beach Games,Stanley,11,86
3,23,Beach Games,Toby,4,16
3,24,The Job (Parts 1&2),Andy,22,128
3,24,The Job (Parts 1&2),Angela,6,38
3,24,The Job (Parts 1&2),Creed,3,24
3,24,The Job (Parts 1&2),David,45,242
3,24,The Job (Parts 1&2),Dwight,60,358
3,24,The Job (Parts 1&2),Hunter,6,14
3,24,The Job (Parts 1&2),Jan,43,192
3,24,The Job (Parts 1&2),Jim,65,245
3,24,The Job (Parts 1&2),Karen,39,186
3,24,The Job (Parts 1&2),Kelly,3,18
3,24,The Job (Parts 1&2),Kevin,17,75
3,24,The Job (Parts 1&2),Meredith,6,47
3,24,The Job (Parts 1&2),Michael,118,513
3,24,The Job (Parts 1&2),Oscar,11,61
3,24,The Job (Parts 1&2),Pam,45,243
3,24,The Job (Parts 1&2),Phyllis,4,29
3,24,The Job (Parts 1&2),Receptionist,1,6
3,24,The Job (Parts 1&2),Ryan,4,58
3,24,The Job (Parts 1&2),Stanley,7,38
4,1,Fun Run (Parts 1&2),Andy,7,61
4,1,Fun Run (Parts 1&2),Angela,44,232
4,1,Fun Run (Parts 1&2),Creed,9,58
4,1,Fun Run (Parts 1&2),Darryl,5,13
4,1,Fun Run (Parts 1&2),Dwight,54,268
4,1,Fun Run (Parts 1&2),Elizabeth,3,4
4,1,Fun Run (Parts 1&2),Intern,5,44
4,1,Fun Run (Parts 1&2),IT Tech Guy,3,49
4,1,Fun Run (Parts 1&2),Jan,7,36
4,1,Fun Run (Parts 1&2),Jim,50,231
4,1,Fun Run (Parts 1&2),Kelly,6,33
4,1,Fun Run (Parts 1&2),Kevin,17,75
4,1,Fun Run (Parts 1&2),Meredith,18,86
4,1,Fun Run (Parts 1&2),Michael,130,670
4,1,Fun Run (Parts 1&2),Nurse,2,8
4,1,Fun Run (Parts 1&2),Oscar,9,49
4,1,Fun Run (Parts 1&2),Pam,81,302
4,1,Fun Run (Parts 1&2),Phyllis,4,19
4,1,Fun Run (Parts 1&2),Ryan,7,37
4,1,Fun Run (Parts 1&2),Stanley,9,58
4,1,Fun Run (Parts 1&2),Toby,9,78
4,1,Fun Run (Parts 1&2),Waitress,1,1
4,3,Dunder Mifflin Infinity (Parts 1&2),Amy,3,17
4,3,Dunder Mifflin Infinity (Parts 1&2),Andy,14,92
4,3,Dunder Mifflin Infinity (Parts 1&2),Angela,22,112
4,3,Dunder Mifflin Infinity (Parts 1&2),Creed,10,89
4,3,Dunder Mifflin Infinity (Parts 1&2),Dwight,67,320
4,3,Dunder Mifflin Infinity (Parts 1&2),Ex-client,17,81
4,3,Dunder Mifflin Infinity (Parts 1&2),GPS,4,15
4,3,Dunder Mifflin Infinity (Parts 1&2),Jan,16,89
4,3,Dunder Mifflin Infinity (Parts 1&2),Jim,41,186
4,3,Dunder Mifflin Infinity (Parts 1&2),Kelly,19,80
4,3,Dunder Mifflin Infinity (Parts 1&2),Kevin,13,41
4,3,Dunder Mifflin Infinity (Parts 1&2),Larry Myers,6,37
4,3,Dunder Mifflin Infinity (Parts 1&2),Michael,139,651
4,3,Dunder Mifflin Infinity (Parts 1&2),Oscar,3,6
4,3,Dunder Mifflin Infinity (Parts 1&2),Pam,50,162
4,3,Dunder Mifflin Infinity (Parts 1&2),Phyllis,13,80
4,3,Dunder Mifflin Infinity (Parts 1&2),Robert Dunder,11,79
4,3,Dunder Mifflin Infinity (Parts 1&2),Ryan,78,355
4,3,Dunder Mifflin Infinity (Parts 1&2),Stanley,5,24
4,3,Dunder Mifflin Infinity (Parts 1&2),Toby,18,84
4,5,Launch Party (Parts 1&2),All,2,6
4,5,Launch Party (Parts 1&2),Andy,45,237
4,5,Launch Party (Parts 1&2),Angela,49,226
4,5,Launch Party (Parts 1&2),Angels,1,1
4,5,Launch Party (Parts 1&2),Bartender,1,9
4,5,Launch Party (Parts 1&2),Darryl,9,49
4,5,Launch Party (Parts 1&2),Dwight,81,347
4,5,Launch Party (Parts 1&2),DwightKSchrute,3,16
4,5,Launch Party (Parts 1&2),Everyone,1,2
4,5,Launch Party (Parts 1&2),Jan,6,20
4,5,Launch Party (Parts 1&2),Jim,67,250
4,5,Launch Party (Parts 1&2),Kelly,8,48
4,5,Launch Party (Parts 1&2),Kevin,14,90
4,5,Launch Party (Parts 1&2),Man,4,25
4,5,Launch Party (Parts 1&2),Manager,1,16
4,5,Launch Party (Parts 1&2),Meredith,12,62
4,5,Launch Party (Parts 1&2),Michael,146,563
4,5,Launch Party (Parts 1&2),Oscar,8,50
4,5,Launch Party (Parts 1&2),Pam,24,148
4,5,Launch Party (Parts 1&2),Phyllis,8,74
4,5,Launch Party (Parts 1&2),Pizza guy,20,87
4,5,Launch Party (Parts 1&2),Ryan,6,96
4,5,Launch Party (Parts 1&2),sAndy,1,11
4,5,Launch Party (Parts 1&2),Stanley,7,30
4,5,Launch Party (Parts 1&2),Tech Guy,1,7
4,5,Launch Party (Parts 1&2),Voice #1 on phone,2,10
4,5,Launch Party (Parts 1&2),Voice #2 on phone,1,4
4,5,Launch Party (Parts 1&2),Voice of Thomas Dean,1,20
4,7,Money (Parts 1&2),Andy,11,98
4,7,Money (Parts 1&2),Angela,4,33
4,7,Money (Parts 1&2),Co-Worker 1,1,3
4,7,Money (Parts 1&2),Co-Worker 2,3,21
4,7,Money (Parts 1&2),Co-Worker 3,3,11
4,7,Money (Parts 1&2),Creed,7,75
4,7,Money (Parts 1&2),Darryl,10,71
4,7,Money (Parts 1&2),Dwight,38,296
4,7,Money (Parts 1&2),Jan,31,178
4,7,Money (Parts 1&2),Jim,41,208
4,7,Money (Parts 1&2),Kelly,12,73
4,7,Money (Parts 1&2),Kevin,9,69
4,7,Money (Parts 1&2),Meredith,1,8
4,7,Money (Parts 1&2),Micael,1,1
4,7,Money (Parts 1&2),Micahel,1,15
4,7,Money (Parts 1&2),Michae,1,7
4,7,Money (Parts 1&2),Michael,136,602
4,7,Money (Parts 1&2),Mose,1,3
4,7,Money (Parts 1&2),Mr. Figaro,4,17
4,7,Money (Parts 1&2),Nick,13,118
4,7,Money (Parts 1&2),Oscar,25,125
4,7,Money (Parts 1&2),Pam,50,215
4,7,Money (Parts 1&2),Phyllis,2,10
4,7,Money (Parts 1&2),Ryan,21,115
4,7,Money (Parts 1&2),Stanely,2,5
4,7,Money (Parts 1&2),Stanley,7,61
4,7,Money (Parts 1&2),Toby,2,22
4,7,Money (Parts 1&2),Vikram,11,39
4,9,Local Ad,Ad guy 1,10,72
4,9,Local Ad,Ad guy 2,5,27
4,9,Local Ad,Andy,21,183
4,9,Local Ad,Angela,2,12
4,9,Local Ad,Bartender,4,18
4,9,Local Ad,Both,1,3
4,9,Local Ad,Creed,2,6
4,9,Local Ad,Darryl,10,51
4,9,Local Ad,David Wallace,3,17
4,9,Local Ad,Dwight,10,76
4,9,Local Ad,Everyone,1,1
4,9,Local Ad,Jim,27,178
4,9,Local Ad,Kevin,3,25
4,9,Local Ad,Meredith,3,24
4,9,Local Ad,Michael,61,414
4,9,Local Ad,Michael's Ad,1,58
4,9,Local Ad,Oscar,1,17
4,9,Local Ad,Pam,18,87
4,9,Local Ad,Phyllis,7,64
4,9,Local Ad,Receptionist,1,7
4,9,Local Ad,Ryan,8,57
4,9,Local Ad,Stanley,1,14
4,10,Branch Wars,Andy,8,88
4,10,Branch Wars,Ben,4,27
4,10,Branch Wars,Dwight,38,169
4,10,Branch Wars,Jim,69,219
4,10,Branch Wars,Karen,24,151
4,10,Branch Wars,Kevin,2,2
4,10,Branch Wars,Michael,82,435
4,10,Branch Wars,Oscar,10,67
4,10,Branch Wars,Pam,15,154
4,10,Branch Wars,Phyllis,2,8
4,10,Branch Wars,Rolando,2,17
4,10,Branch Wars,Stanley,10,72
4,10,Branch Wars,Toby,7,39
4,11,Survivor Man,Andy,7,40
4,11,Survivor Man,Angela,7,76
4,11,Survivor Man,Creed,12,72
4,11,Survivor Man,Dwight,25,184
4,11,Survivor Man,Everybody,1,5
4,11,Survivor Man,Jim,68,236
4,11,Survivor Man,Kelly,1,1
4,11,Survivor Man,Kevin,2,27
4,11,Survivor Man,Meredith,5,29
4,11,Survivor Man,Michael,65,432
4,11,Survivor Man,Oscar,7,55
4,11,Survivor Man,Pam,11,59
4,11,Survivor Man,Phyllis,4,25
4,11,Survivor Man,Stanley,2,25
4,11,Survivor Man,Toby,16,92
4,12,The Deposition,Council,1,10
4,12,The Deposition,Darryl,3,6
4,12,The Deposition,David,3,7
4,12,The Deposition,David Wallace,1,19
4,12,The Deposition,Deposition Reporter,3,48
4,12,The Deposition,Diane,10,90
4,12,The Deposition,Diane Kelly,12,109
4,12,The Deposition,Dwight,5,69
4,12,The Deposition,Jan,26,166
4,12,The Deposition,Jim,14,84
4,12,The Deposition,Kelly,15,86
4,12,The Deposition,Kevin,4,21
4,12,The Deposition,Lester,26,198
4,12,The Deposition,Man,3,27
4,12,The Deposition,Meredith,1,3
4,12,The Deposition,Michael,78,381
4,12,The Deposition,Oscar,1,10
4,12,The Deposition,Pam,21,132
4,12,The Deposition,Ryan,10,80
4,12,The Deposition,Toby,4,58
4,13,Dinner Party,All,1,1
4,13,Dinner Party,Andy,10,55
4,13,Dinner Party,Angela,12,61
4,13,Dinner Party,Dwight,16,82
4,13,Dinner Party,Hunter's CD,1,19
4,13,Dinner Party,Jan,73,300
4,13,Dinner Party,Jim,38,189
4,13,Dinner Party,Michae,1,7
4,13,Dinner Party,Michael,89,434
4,13,Dinner Party,Officer,1,4
4,13,Dinner Party,Officer 1,3,28
4,13,Dinner Party,Officer 2,2,20
4,13,Dinner Party,Pam,28,130
4,13,Dinner Party,Phyllis,1,12
4,13,Dinner Party,Stanley,1,3
4,13,Dinner Party,Woman,5,17
4,14,Chair Model,Andy,14,123
4,14,Chair Model,Angela,1,6
4,14,Chair Model,Bill Cress,1,2
4,14,Chair Model,Bob Vance,1,2
4,14,Chair Model,Coffee shop worker,1,11
4,14,Chair Model,Creed,3,24
4,14,Chair Model,Dwight,17,140
4,14,Chair Model,Jim,21,127
4,14,Chair Model,Kevin,20,136
4,14,Chair Model,Margaret,8,35
4,14,Chair Model,Michael,72,426
4,14,Chair Model,Oscar,2,17
4,14,Chair Model,Pam,35,175
4,14,Chair Model,Paul,2,22
4,14,Chair Model,Paul Faust,1,3
4,14,Chair Model,Phyllis,9,55
4,14,Chair Model,Stanley,1,12
4,14,Chair Model,W.B. Jones,4,17
4,14,Chair Model,Wendy's phone operator,5,18
4,15,Night Out,All Girls,1,1
4,15,Night Out,Andy,4,49
4,15,Night Out,Angela,4,12
4,15,Night Out,Bartender,2,7
4,15,Night Out,Cleaning lady,1,1
4,15,Night Out,Creed,2,13
4,15,Night Out,Dwight,42,186
4,15,Night Out,Girl in 2nd club,5,24
4,15,Night Out,Girl in Club,5,27
4,15,Night Out,Hank,5,22
4,15,Night Out,Jim,37,215
4,15,Night Out,Kelly,3,27
4,15,Night Out,Kevin,3,7
4,15,Night Out,Meredith,1,1
4,15,Night Out,Michael,86,378
4,15,Night Out,Oscar,7,38
4,15,Night Out,Pam,13,92
4,15,Night Out,Phyllis,3,13
4,15,Night Out,Ryan,60,273
4,15,Night Out,Stanley,4,51
4,15,Night Out,Tall Girl #1,5,21
4,15,Night Out,Tall Girl #2,1,8
4,15,Night Out,Toby,8,76
4,15,Night Out,Troy,4,20
4,15,Night Out,Waitress,1,5
4,16,Did I Stutter?,Andy,23,117
4,16,Did I Stutter?,Angela,3,12
4,16,Did I Stutter?,Creed,1,31
4,16,Did I Stutter?,Darryl,13,73
4,16,Did I Stutter?,Dwight,32,175
4,16,Did I Stutter?,Jim,23,124
4,16,Did I Stutter?,Kelly,1,18
4,16,Did I Stutter?,Kevin,8,68
4,16,Did I Stutter?,Michael,87,398
4,16,Did I Stutter?,Oscar,2,11
4,16,Did I Stutter?,Pam,16,72
4,16,Did I Stutter?,Phyllis,7,25
4,16,Did I Stutter?,Ryan,6,95
4,16,Did I Stutter?,Stanley,23,133
4,16,Did I Stutter?,Toby,10,70
4,17,Job Fair,Andy,12,106
4,17,Job Fair,Angela,4,6
4,17,Job Fair,Creed,4,26
4,17,Job Fair,Darryl,6,32
4,17,Job Fair,Dwight,9,102
4,17,Job Fair,Graphics guy,10,95
4,17,Job Fair,Jim,19,183
4,17,Job Fair,Justin,9,27
4,17,Job Fair,Kelly,1,12
4,17,Job Fair,Kevin,7,55
4,17,Job Fair,Kid,2,5
4,17,Job Fair,Maguire,1,5
4,17,Job Fair,Meredith,1,8
4,17,Job Fair,Michael,45,347
4,17,Job Fair,Oscar,5,15
4,17,Job Fair,Pam,33,161
4,17,Job Fair,Phil,9,96
4,17,Job Fair,Phil Maguire,4,16
4,17,Job Fair,Phyllis,2,10
4,17,Job Fair,Woman on mic,1,14
4,18,"Goodbye, Toby (Parts 1&2)",Andy,7,101
4,18,"Goodbye, Toby (Parts 1&2)",Angela,14,92
4,18,"Goodbye, Toby (Parts 1&2)",Creed,7,50
4,18,"Goodbye, Toby (Parts 1&2)",Darryl,2,4
4,18,"Goodbye, Toby (Parts 1&2)",Dwight,37,143
4,18,"Goodbye, Toby (Parts 1&2)",Hank,1,7
4,18,"Goodbye, Toby (Parts 1&2)",Holly,68,258
4,18,"Goodbye, Toby (Parts 1&2)",Holy,1,13
4,18,"Goodbye, Toby (Parts 1&2)",Jan,24,122
4,18,"Goodbye, Toby (Parts 1&2)",Jim,59,254
4,18,"Goodbye, Toby (Parts 1&2)",Kelly,4,60
4,18,"Goodbye, Toby (Parts 1&2)",Kevin,23,92
4,18,"Goodbye, Toby (Parts 1&2)",Meredith,4,20
4,18,"Goodbye, Toby (Parts 1&2)",Michael,159,581
4,18,"Goodbye, Toby (Parts 1&2)",Oscar,1,5
4,18,"Goodbye, Toby (Parts 1&2)",Pam,42,177
4,18,"Goodbye, Toby (Parts 1&2)",Phyllis,16,72
4,18,"Goodbye, Toby (Parts 1&2)",Ryan,5,31
4,18,"Goodbye, Toby (Parts 1&2)",Stanley,1,1
4,18,"Goodbye, Toby (Parts 1&2)",Toby,37,123
4,18,"Goodbye, Toby (Parts 1&2)",Vance Refrigeration guy,1,6
4,18,"Goodbye, Toby (Parts 1&2)",Woman over speakerphone,3,18
5,1,Weight Loss (Parts 1&2),Andy,29,270
5,1,Weight Loss (Parts 1&2),Angela,26,135
5,1,Weight Loss (Parts 1&2),Creed,5,21
5,1,Weight Loss (Parts 1&2),Darryl,10,59
5,1,Weight Loss (Parts 1&2),Dwight,47,249
5,1,Weight Loss (Parts 1&2),Friend,5,34
5,1,Weight Loss (Parts 1&2),Holly,55,265
5,1,Weight Loss (Parts 1&2),Jan,5,47
5,1,Weight Loss (Parts 1&2),Jim,61,269
5,1,Weight Loss (Parts 1&2),JIM9334,2,27
5,1,Weight Loss (Parts 1&2),Kelly,12,110
5,1,Weight Loss (Parts 1&2),Kevin,14,43
5,1,Weight Loss (Parts 1&2),Meredith,4,14
5,1,Weight Loss (Parts 1&2),Michael,114,523
5,1,Weight Loss (Parts 1&2),Micheal,2,2
5,1,Weight Loss (Parts 1&2),Oscar,18,83
5,1,Weight Loss (Parts 1&2),Pam,36,155
5,1,Weight Loss (Parts 1&2),Phyllis,16,114
5,1,Weight Loss (Parts 1&2),Professor,5,75
5,1,Weight Loss (Parts 1&2),Receptionitis15,2,5
5,1,Weight Loss (Parts 1&2),Ronnie,3,15
5,1,Weight Loss (Parts 1&2),Ryan,17,131
5,1,Weight Loss (Parts 1&2),Stanley,8,83
5,1,Weight Loss (Parts 1&2),Toby,1,36
5,3,Business Ethics,Andy,12,69
5,3,Business Ethics,Angela,2,21
5,3,Business Ethics,Creed,1,5
5,3,Business Ethics,Dight,1,1
5,3,Business Ethics,Dwight,14,79
5,3,Business Ethics,Holly,51,338
5,3,Business Ethics,Jim,27,145
5,3,Business Ethics,Kelly,3,40
5,3,Business Ethics,Kendall,6,93
5,3,Business Ethics,Kevin,5,42
5,3,Business Ethics,Meredith,13,111
5,3,Business Ethics,Michael,58,365
5,3,Business Ethics,Micheal,3,26
5,3,Business Ethics,Oscar,5,35
5,3,Business Ethics,Pam,9,36
5,3,Business Ethics,Phyllis,3,25
5,3,Business Ethics,Ryan,3,64
5,3,Business Ethics,Stanley,3,20
5,4,Baby Shower,Andy,13,63
5,4,Baby Shower,Angela,13,71
5,4,Baby Shower,Creed,2,9
5,4,Baby Shower,Darryl,9,37
5,4,Baby Shower,Dwight,35,134
5,4,Baby Shower,Holly,10,35
5,4,Baby Shower,Jan,38,194
5,4,Baby Shower,Jim,27,137
5,4,Baby Shower,Kelly,2,17
5,4,Baby Shower,Kevin,4,29
5,4,Baby Shower,Meredith,1,2
5,4,Baby Shower,Michael,79,356
5,4,Baby Shower,Oscar,3,24
5,4,Baby Shower,Pam,25,171
5,4,Baby Shower,Phyllis,7,44
5,4,Baby Shower,Stanley,2,35
5,5,Crime Aid,All,1,1
5,5,Crime Aid,Andy,7,70
5,5,Crime Aid,Angela,8,34
5,5,Crime Aid,Bob,10,20
5,5,Crime Aid,Creed,2,23
5,5,Crime Aid,Darryl,8,54
5,5,Crime Aid,David Wallace,5,30
5,5,Crime Aid,Dwight,31,185
5,5,Crime Aid,Guy in audience,2,2
5,5,Crime Aid,Holly,36,126
5,5,Crime Aid,Jim,21,97
5,5,Crime Aid,Kevin,5,25
5,5,Crime Aid,Man on phone,1,8
5,5,Crime Aid,Michael,75,393
5,5,Crime Aid,Oscar,5,39
5,5,Crime Aid,Pam,5,42
5,5,Crime Aid,Phyllis,23,111
5,5,Crime Aid,Receptionist,1,3
5,5,Crime Aid,Roy,14,35
5,5,Crime Aid,Stanley,1,8
5,6,Employee Transfer,Andy,40,244
5,6,Employee Transfer,Creed,2,16
5,6,Employee Transfer,Darryl,29,106
5,6,Employee Transfer,Dwight,36,202
5,6,Employee Transfer,Holly,32,151
5,6,Employee Transfer,Jim,25,137
5,6,Employee Transfer,Kelly,5,35
5,6,Employee Transfer,Kevin,1,7
5,6,Employee Transfer,Meredith,1,19
5,6,Employee Transfer,Michael,59,248
5,6,Employee Transfer,Oscar,1,2
5,6,Employee Transfer,Pam,25,168
5,6,Employee Transfer,Pete,15,96
5,6,Employee Transfer,Phyllis,4,24
5,6,Employee Transfer,Ryan,4,15
5,6,Employee Transfer,Stanley,1,1
5,6,Employee Transfer,Tom,13,82
5,7,Customer Survey,Alex,10,121
5,7,Customer Survey,Andy,26,172
5,7,Customer Survey,Angela,6,67
5,7,Customer Survey,Customer,5,26
5,7,Customer Survey,Darryl,1,26
5,7,Customer Survey,Dwight,84,307
5,7,Customer Survey,Dwight ,1,7
5,7,Customer Survey,Group,1,2
5,7,Customer Survey,Jim,102,300
5,7,Customer Survey,Kelly,23,116
5,7,Customer Survey,Kevin,2,8
5,7,Customer Survey,Michael,63,266
5,7,Customer Survey,Mother,4,9
5,7,Customer Survey,Pam,30,148
5,7,Customer Survey,Ryan,6,63
5,8,Business Trip,Andy,69,279
5,8,Business Trip,Angela,10,17
5,8,Business Trip,Beth,4,26
5,8,Business Trip,Client,2,18
5,8,Business Trip,Concierge,3,29
5,8,Business Trip,Concierge Marie,2,6
5,8,Business Trip,Creed,1,3
5,8,Business Trip,Dacvid Walalce,1,2
5,8,Business Trip,Dacvid Wallace,1,2
5,8,Business Trip,David Wallace,14,95
5,8,Business Trip,David Wallcve,1,7
5,8,Business Trip,Dwight,15,89
5,8,Business Trip,Guy,1,5
5,8,Business Trip,Guy at table,3,9
5,8,Business Trip,Jim,22,86
5,8,Business Trip,Kelly,15,81
5,8,Business Trip,Kevin,2,9
5,8,Business Trip,Marie,5,20
5,8,Business Trip,Meredith,5,19
5,8,Business Trip,Michael,77,381
5,8,Business Trip,Oscar,38,117
5,8,Business Trip,Pam,14,90
5,8,Business Trip,Phyllis,2,6
5,8,Business Trip,Ryan,13,87
5,8,Business Trip,Stanley,3,5
5,8,Business Trip,Stewardess,1,7
5,9,Frame Toby,Andy,6,53
5,9,Frame Toby,Angela,2,18
5,9,Frame Toby,Creed,2,25
5,9,Frame Toby,David,11,52
5,9,Frame Toby,Dwight,38,256
5,9,Frame Toby,Jim,31,216
5,9,Frame Toby,Kelly,10,44
5,9,Frame Toby,Kevin,2,16
5,9,Frame Toby,Leo,3,14
5,9,Frame Toby,Meredith,2,11
5,9,Frame Toby,Michael,90,366
5,9,Frame Toby,Oscar,3,13
5,9,Frame Toby,Pam,26,114
5,9,Frame Toby,Phyllis,3,14
5,9,Frame Toby,Police Officer 1,10,35
