season,week,game_type,quarter,quarter_type,home_team,home_full_name,home_division,home_conference,away_team,away_full_name,away_division,away_conference,home_team_score,away_team_score
2018,14,Regular season,1,Regulation,ARI,Arizona Cardinals,West,NFC,DET,Detroit Lions,North,NFC,0,0
2018,14,Regular season,2,Regulation,ARI,Arizona Cardinals,West,NFC,DET,Detroit Lions,North,NFC,0,3
2018,14,Regular season,3,Regulation,ARI,Arizona Cardinals,West,NFC,DET,Detroit Lions,North,NFC,0,10
2018,14,Regular season,4,Regulation,ARI,Arizona Cardinals,West,NFC,DET,Detroit Lions,North,NFC,3,17
2018,14,Regular season,1,Regulation,HOU,Houston Texans,South,AFC,IND,Indianapolis Colts,South,AFC,7,0
2018,14,Regular season,2,Regulation,HOU,Houston Texans,South,AFC,IND,Indianapolis Colts,South,AFC,7,17
2018,14,Regular season,3,Regulation,HOU,Houston Texans,South,AFC,IND,Indianapolis Colts,South,AFC,14,24
2018,14,Regular season,4,Regulation,HOU,Houston Texans,South,AFC,IND,Indianapolis Colts,South,AFC,21,24
2018,14,Regular season,1,Regulation,TEN,Tennesse Titans,South,AFC,JAX,Jacksonville Jaguars,South,AFC,7,2
2018,14,Regular season,2,Regulation,TEN,Tennesse Titans,South,AFC,JAX,Jacksonville Jaguars,South,AFC,16,2
2018,14,Regular season,3,Regulation,TEN,Tennesse Titans,South,AFC,JAX,Jacksonville Jaguars,South,AFC,30,9
2018,14,Regular season,4,Regulation,TEN,Tennesse Titans,South,AFC,JAX,Jacksonville Jaguars,South,AFC,30,9
2018,14,Regular season,1,Regulation,CHI,Chicago Bears,North,NFC,LA,Los Angeles Rams,West,NFC,3,3
2018,14,Regular season,2,Regulation,CHI,Chicago Bears,North,NFC,LA,Los Angeles Rams,West,NFC,6,6
2018,14,Regular season,3,Regulation,CHI,Chicago Bears,North,NFC,LA,Los Angeles Rams,West,NFC,15,6
2018,14,Regular season,4,Regulation,CHI,Chicago Bears,North,NFC,LA,Los Angeles Rams,West,NFC,15,6
2018,14,Regular season,1,Regulation,SEA,Seattle Seahawks,West,NFC,MIN,Minnesota Vikings,North,NFC,0,0
2018,14,Regular season,2,Regulation,SEA,Seattle Seahawks,West,NFC,MIN,Minnesota Vikings,North,NFC,3,0
2018,14,Regular season,3,Regulation,SEA,Seattle Seahawks,West,NFC,MIN,Minnesota Vikings,North,NFC,3,0
2018,14,Regular season,4,Regulation,SEA,Seattle Seahawks,West,NFC,MIN,Minnesota Vikings,North,NFC,21,7
2018,14,Regular season,1,Regulation,MIA,Miami Dolphins,East,AFC,NE,New England Patriots,East,AFC,7,6
2018,14,Regular season,2,Regulation,MIA,Miami Dolphins,East,AFC,NE,New England Patriots,East,AFC,21,27
2018,14,Regular season,3,Regulation,MIA,Miami Dolphins,East,AFC,NE,New England Patriots,East,AFC,28,27
2018,14,Regular season,4,Regulation,MIA,Miami Dolphins,East,AFC,NE,New England Patriots,East,AFC,34,33
2018,14,Regular season,1,Regulation,TB,Tampa Bay Buccaneers,South,NFC,NO,New Orleans Saints,South,NFC,7,0
2018,14,Regular season,2,Regulation,TB,Tampa Bay Buccaneers,South,NFC,NO,New Orleans Saints,South,NFC,14,3
2018,14,Regular season,3,Regulation,TB,Tampa Bay Buccaneers,South,NFC,NO,New Orleans Saints,South,NFC,14,11
2018,14,Regular season,4,Regulation,TB,Tampa Bay Buccaneers,South,NFC,NO,New Orleans Saints,South,NFC,14,28
2018,14,Regular season,1,Regulation,WAS,Washington Commanders,East,NFC,NYG,New York Giants,East,NFC,0,7
2018,14,Regular season,2,Regulation,WAS,Washington Commanders,East,NFC,NYG,New York Giants,East,NFC,0,34
2018,14,Regular season,3,Regulation,WAS,Washington Commanders,East,NFC,NYG,New York Giants,East,NFC,0,40
2018,14,Regular season,4,Regulation,WAS,Washington Commanders,East,NFC,NYG,New York Giants,East,NFC,16,40
2018,14,Regular season,1,Regulation,BUF,Buffalo Bills,East,AFC,NYJ,New York Jets,East,AFC,14,3
2018,14,Regular season,2,Regulation,BUF,Buffalo Bills,East,AFC,NYJ,New York Jets,East,AFC,17,13
2018,14,Regular season,3,Regulation,BUF,Buffalo Bills,East,AFC,NYJ,New York Jets,East,AFC,20,13
2018,14,Regular season,4,Regulation,BUF,Buffalo Bills,East,AFC,NYJ,New York Jets,East,AFC,23,27
2018,14,Regular season,1,Regulation,DAL,Dallas Cowboys,East,NFC,PHI,Philadelphia Eagles,East,NFC,3,0
2018,14,Regular season,2,Regulation,DAL,Dallas Cowboys,East,NFC,PHI,Philadelphia Eagles,East,NFC,6,0
2018,14,Regular season,3,Regulation,DAL,Dallas Cowboys,East,NFC,PHI,Philadelphia Eagles,East,NFC,9,6
2018,14,Regular season,4,Regulation,DAL,Dallas Cowboys,East,NFC,PHI,Philadelphia Eagles,East,NFC,23,23
2018,14,Regular season,5,Overtime,DAL,Dallas Cowboys,East,NFC,PHI,Philadelphia Eagles,East,NFC,29,23
2018,14,Regular season,1,Regulation,LV,Las Vegas Raiders,West,AFC,PIT,Pittsburgh Steelers,North,AFC,7,0
2018,14,Regular season,2,Regulation,LV,Las Vegas Raiders,West,AFC,PIT,Pittsburgh Steelers,North,AFC,10,14
2018,14,Regular season,3,Regulation,LV,Las Vegas Raiders,West,AFC,PIT,Pittsburgh Steelers,North,AFC,10,14
2018,14,Regular season,4,Regulation,LV,Las Vegas Raiders,West,AFC,PIT,Pittsburgh Steelers,North,AFC,24,21
2018,15,Regular season,1,Regulation,ATL,Atlanta Falcons,South,NFC,ARI,Arizona Cardinals,West,NFC,10,7
2018,15,Regular season,2,Regulation,ATL,Atlanta Falcons,South,NFC,ARI,Arizona Cardinals,West,NFC,26,7
2018,15,Regular season,3,Regulation,ATL,Atlanta Falcons,South,NFC,ARI,Arizona Cardinals,West,NFC,33,7
2018,15,Regular season,4,Regulation,ATL,Atlanta Falcons,South,NFC,ARI,Arizona Cardinals,West,NFC,40,14
2018,15,Regular season,1,Regulation,DEN,Denver Broncos,West,AFC,CLE,Cleveland Browns,North,AFC,7,7
2018,15,Regular season,2,Regulation,DEN,Denver Broncos,West,AFC,CLE,Cleveland Browns,North,AFC,10,10
2018,15,Regular season,3,Regulation,DEN,Denver Broncos,West,AFC,CLE,Cleveland Browns,North,AFC,13,10
2018,15,Regular season,4,Regulation,DEN,Denver Broncos,West,AFC,CLE,Cleveland Browns,North,AFC,16,17
2018,15,Regular season,1,Regulation,IND,Indianapolis Colts,South,AFC,DAL,Dallas Cowboys,East,NFC,7,0
2018,15,Regular season,2,Regulation,IND,Indianapolis Colts,South,AFC,DAL,Dallas Cowboys,East,NFC,10,0
2018,15,Regular season,3,Regulation,IND,Indianapolis Colts,South,AFC,DAL,Dallas Cowboys,East,NFC,20,0
2018,15,Regular season,4,Regulation,IND,Indianapolis Colts,South,AFC,DAL,Dallas Cowboys,East,NFC,23,0
2018,15,Regular season,1,Regulation,BUF,Buffalo Bills,East,AFC,DET,Detroit Lions,North,NFC,0,0
2018,15,Regular season,2,Regulation,BUF,Buffalo Bills,East,AFC,DET,Detroit Lions,North,NFC,7,13
2018,15,Regular season,3,Regulation,BUF,Buffalo Bills,East,AFC,DET,Detroit Lions,North,NFC,7,13
2018,15,Regular season,4,Regulation,BUF,Buffalo Bills,East,AFC,DET,Detroit Lions,North,NFC,14,13
2018,15,Regular season,1,Regulation,CHI,Chicago Bears,North,NFC,GB,Green Bay Packers,North,NFC,7,0
2018,15,Regular season,2,Regulation,CHI,Chicago Bears,North,NFC,GB,Green Bay Packers,North,NFC,14,3
2018,15,Regular season,3,Regulation,CHI,Chicago Bears,North,NFC,GB,Green Bay Packers,North,NFC,14,14
2018,15,Regular season,4,Regulation,CHI,Chicago Bears,North,NFC,GB,Green Bay Packers,North,NFC,24,17
2018,15,Regular season,1,Regulation,NYJ,New York Jets,East,AFC,HOU,Houston Texans,South,AFC,3,3
2018,15,Regular season,2,Regulation,NYJ,New York Jets,East,AFC,HOU,Houston Texans,South,AFC,9,16
2018,15,Regular season,3,Regulation,NYJ,New York Jets,East,AFC,HOU,Houston Texans,South,AFC,15,16
2018,15,Regular season,4,Regulation,NYJ,New York Jets,East,AFC,HOU,Houston Texans,South,AFC,22,29
2018,15,Regular season,1,Regulation,KC,Kansas City Chiefs,West,AFC,LAC,Los Angeles Chargers,West,AFC,14,0
2018,15,Regular season,2,Regulation,KC,Kansas City Chiefs,West,AFC,LAC,Los Angeles Chargers,West,AFC,14,7
2018,15,Regular season,3,Regulation,KC,Kansas City Chiefs,West,AFC,LAC,Los Angeles Chargers,West,AFC,21,14
2018,15,Regular season,4,Regulation,KC,Kansas City Chiefs,West,AFC,LAC,Los Angeles Chargers,West,AFC,28,29
2018,15,Regular season,1,Regulation,MIN,Minnesota Vikings,North,NFC,MIA,Miami Dolphins,East,AFC,21,0
2018,15,Regular season,2,Regulation,MIN,Minnesota Vikings,North,NFC,MIA,Miami Dolphins,East,AFC,21,10
2018,15,Regular season,3,Regulation,MIN,Minnesota Vikings,North,NFC,MIA,Miami Dolphins,East,AFC,24,17
2018,15,Regular season,4,Regulation,MIN,Minnesota Vikings,North,NFC,MIA,Miami Dolphins,East,AFC,41,17
2018,15,Regular season,1,Regulation,PIT,Pittsburgh Steelers,North,AFC,NE,New England Patriots,East,AFC,7,7
2018,15,Regular season,2,Regulation,PIT,Pittsburgh Steelers,North,AFC,NE,New England Patriots,East,AFC,14,7
2018,15,Regular season,3,Regulation,PIT,Pittsburgh Steelers,North,AFC,NE,New England Patriots,East,AFC,14,10
2018,15,Regular season,4,Regulation,PIT,Pittsburgh Steelers,North,AFC,NE,New England Patriots,East,AFC,17,10
2018,15,Regular season,1,Regulation,CAR,Carolina Panthers,South,NFC,NO,New Orleans Saints,South,NFC,7,3
2018,15,Regular season,2,Regulation,CAR,Carolina Panthers,South,NFC,NO,New Orleans Saints,South,NFC,7,6
2018,15,Regular season,3,Regulation,CAR,Carolina Panthers,South,NFC,NO,New Orleans Saints,South,NFC,7,6
2018,15,Regular season,4,Regulation,CAR,Carolina Panthers,South,NFC,NO,New Orleans Saints,South,NFC,9,12
2018,15,Regular season,1,Regulation,CIN,Cincinnati Bengals,North,AFC,LV,Las Vegas Raiders,West,AFC,7,0
2018,15,Regular season,2,Regulation,CIN,Cincinnati Bengals,North,AFC,LV,Las Vegas Raiders,West,AFC,20,7
2018,15,Regular season,3,Regulation,CIN,Cincinnati Bengals,North,AFC,LV,Las Vegas Raiders,West,AFC,20,13
2018,15,Regular season,4,Regulation,CIN,Cincinnati Bengals,North,AFC,LV,Las Vegas Raiders,West,AFC,30,16
2018,15,Regular season,1,Regulation,LA,Los Angeles Rams,West,NFC,PHI,Philadelphia Eagles,East,NFC,7,3
2018,15,Regular season,2,Regulation,LA,Los Angeles Rams,West,NFC,PHI,Philadelphia Eagles,East,NFC,13,13
2018,15,Regular season,3,Regulation,LA,Los Angeles Rams,West,NFC,PHI,Philadelphia Eagles,East,NFC,13,30
2018,15,Regular season,4,Regulation,LA,Los Angeles Rams,West,NFC,PHI,Philadelphia Eagles,East,NFC,23,30
2018,15,Regular season,1,Regulation,SF,San Francisco 49ers,West,NFC,SEA,Seattle Seahawks,West,NFC,7,6
2018,15,Regular season,2,Regulation,SF,San Francisco 49ers,West,NFC,SEA,Seattle Seahawks,West,NFC,17,13
2018,15,Regular season,3,Regulation,SF,San Francisco 49ers,West,NFC,SEA,Seattle Seahawks,West,NFC,20,13
2018,15,Regular season,4,Regulation,SF,San Francisco 49ers,West,NFC,SEA,Seattle Seahawks,West,NFC,23,23
2018,15,Regular season,5,Overtime,SF,San Francisco 49ers,West,NFC,SEA,Seattle Seahawks,West,NFC,26,23
2018,15,Regular season,1,Regulation,BAL,Baltimore Ravens,North,AFC,TB,Tampa Bay Buccaneers,South,NFC,0,0
2018,15,Regular season,2,Regulation,BAL,Baltimore Ravens,North,AFC,TB,Tampa Bay Buccaneers,South,NFC,10,9
2018,15,Regular season,3,Regulation,BAL,Baltimore Ravens,North,AFC,TB,Tampa Bay Buccaneers,South,NFC,17,12
2018,15,Regular season,4,Regulation,BAL,Baltimore Ravens,North,AFC,TB,Tampa Bay Buccaneers,South,NFC,20,12
2018,15,Regular season,1,Regulation,NYG,New York Giants,East,NFC,TEN,Tennesse Titans,South,AFC,0,7
2018,15,Regular season,2,Regulation,NYG,New York Giants,East,NFC,TEN,Tennesse Titans,South,AFC,0,7
2018,15,Regular season,3,Regulation,NYG,New York Giants,East,NFC,TEN,Tennesse Titans,South,AFC,0,14
2018,15,Regular season,4,Regulation,NYG,New York Giants,East,NFC,TEN,Tennesse Titans,South,AFC,0,17
2018,15,Regular season,1,Regulation,JAX,Jacksonville Jaguars,South,AFC,WAS,Washington Commanders,East,NFC,0,3
2018,15,Regular season,2,Regulation,JAX,Jacksonville Jaguars,South,AFC,WAS,Washington Commanders,East,NFC,10,3
2018,15,Regular season,3,Regulation,JAX,Jacksonville Jaguars,South,AFC,WAS,Washington Commanders,East,NFC,10,6
2018,15,Regular season,4,Regulation,JAX,Jacksonville Jaguars,South,AFC,WAS,Washington Commanders,East,NFC,13,16
2018,16,Regular season,1,Regulation,CAR,Carolina Panthers,South,NFC,ATL,Atlanta Falcons,South,NFC,7,7
2018,16,Regular season,2,Regulation,CAR,Carolina Panthers,South,NFC,ATL,Atlanta Falcons,South,NFC,10,10
2018,16,Regular season,3,Regulation,CAR,Carolina Panthers,South,NFC,ATL,Atlanta Falcons,South,NFC,10,24
2018,16,Regular season,4,Regulation,CAR,Carolina Panthers,South,NFC,ATL,Atlanta Falcons,South,NFC,10,24
2018,16,Regular season,1,Regulation,LAC,Los Angeles Chargers,West,AFC,BAL,Baltimore Ravens,North,AFC,0,3
2018,16,Regular season,2,Regulation,LAC,Los Angeles Chargers,West,AFC,BAL,Baltimore Ravens,North,AFC,3,6
2018,16,Regular season,3,Regulation,LAC,Los Angeles Chargers,West,AFC,BAL,Baltimore Ravens,North,AFC,10,16
2018,16,Regular season,4,Regulation,LAC,Los Angeles Chargers,West,AFC,BAL,Baltimore Ravens,North,AFC,10,22
2018,16,Regular season,1,Regulation,NE,New England Patriots,East,AFC,BUF,Buffalo Bills,East,AFC,7,0
2018,16,Regular season,2,Regulation,NE,New England Patriots,East,AFC,BUF,Buffalo Bills,East,AFC,14,0
2018,16,Regular season,3,Regulation,NE,New England Patriots,East,AFC,BUF,Buffalo Bills,East,AFC,21,6
2018,16,Regular season,4,Regulation,NE,New England Patriots,East,AFC,BUF,Buffalo Bills,East,AFC,24,12
2018,16,Regular season,1,Regulation,SF,San Francisco 49ers,West,NFC,CHI,Chicago Bears,North,NFC,0,0
2018,16,Regular season,2,Regulation,SF,San Francisco 49ers,West,NFC,CHI,Chicago Bears,North,NFC,9,7
2018,16,Regular season,3,Regulation,SF,San Francisco 49ers,West,NFC,CHI,Chicago Bears,North,NFC,9,14
2018,16,Regular season,4,Regulation,SF,San Francisco 49ers,West,NFC,CHI,Chicago Bears,North,NFC,9,14
2018,16,Regular season,1,Regulation,CLE,Cleveland Browns,North,AFC,CIN,Cincinnati Bengals,North,AFC,0,0
2018,16,Regular season,2,Regulation,CLE,Cleveland Browns,North,AFC,CIN,Cincinnati Bengals,North,AFC,16,0
2018,16,Regular season,3,Regulation,CLE,Cleveland Browns,North,AFC,CIN,Cincinnati Bengals,North,AFC,23,0
2018,16,Regular season,4,Regulation,CLE,Cleveland Browns,North,AFC,CIN,Cincinnati Bengals,North,AFC,26,18
2018,16,Regular season,1,Regulation,LV,Las Vegas Raiders,West,AFC,DEN,Denver Broncos,West,AFC,7,0
2018,16,Regular season,2,Regulation,LV,Las Vegas Raiders,West,AFC,DEN,Denver Broncos,West,AFC,17,0
2018,16,Regular season,3,Regulation,LV,Las Vegas Raiders,West,AFC,DEN,Denver Broncos,West,AFC,17,7
2018,16,Regular season,4,Regulation,LV,Las Vegas Raiders,West,AFC,DEN,Denver Broncos,West,AFC,27,14
2018,16,Regular season,1,Regulation,NYJ,New York Jets,East,AFC,GB,Green Bay Packers,North,NFC,7,0
2018,16,Regular season,2,Regulation,NYJ,New York Jets,East,AFC,GB,Green Bay Packers,North,NFC,21,17
2018,16,Regular season,3,Regulation,NYJ,New York Jets,East,AFC,GB,Green Bay Packers,North,NFC,35,20
2018,16,Regular season,4,Regulation,NYJ,New York Jets,East,AFC,GB,Green Bay Packers,North,NFC,38,38
2018,16,Regular season,5,Overtime,NYJ,New York Jets,East,AFC,GB,Green Bay Packers,North,NFC,38,44
2018,16,Regular season,1,Regulation,PHI,Philadelphia Eagles,East,NFC,HOU,Houston Texans,South,AFC,7,0
2018,16,Regular season,2,Regulation,PHI,Philadelphia Eagles,East,NFC,HOU,Houston Texans,South,AFC,13,16
2018,16,Regular season,3,Regulation,PHI,Philadelphia Eagles,East,NFC,HOU,Houston Texans,South,AFC,23,16
2018,16,Regular season,4,Regulation,PHI,Philadelphia Eagles,East,NFC,HOU,Houston Texans,South,AFC,32,30
2018,16,Regular season,1,Regulation,MIA,Miami Dolphins,East,AFC,JAX,Jacksonville Jaguars,South,AFC,7,7
2018,16,Regular season,2,Regulation,MIA,Miami Dolphins,East,AFC,JAX,Jacksonville Jaguars,South,AFC,7,7
2018,16,Regular season,3,Regulation,MIA,Miami Dolphins,East,AFC,JAX,Jacksonville Jaguars,South,AFC,7,7
2018,16,Regular season,4,Regulation,MIA,Miami Dolphins,East,AFC,JAX,Jacksonville Jaguars,South,AFC,7,17
2018,16,Regular season,1,Regulation,SEA,Seattle Seahawks,West,NFC,KC,Kansas City Chiefs,West,AFC,7,3
2018,16,Regular season,2,Regulation,SEA,Seattle Seahawks,West,NFC,KC,Kansas City Chiefs,West,AFC,14,10
2018,16,Regular season,3,Regulation,SEA,Seattle Seahawks,West,NFC,KC,Kansas City Chiefs,West,AFC,24,17
2018,16,Regular season,4,Regulation,SEA,Seattle Seahawks,West,NFC,KC,Kansas City Chiefs,West,AFC,38,31
2018,16,Regular season,1,Regulation,ARI,Arizona Cardinals,West,NFC,LA,Los Angeles Rams,West,NFC,3,7
2018,16,Regular season,2,Regulation,ARI,Arizona Cardinals,West,NFC,LA,Los Angeles Rams,West,NFC,9,21
2018,16,Regular season,3,Regulation,ARI,Arizona Cardinals,West,NFC,LA,Los Angeles Rams,West,NFC,9,24
2018,16,Regular season,4,Regulation,ARI,Arizona Cardinals,West,NFC,LA,Los Angeles Rams,West,NFC,9,31
2018,16,Regular season,1,Regulation,DET,Detroit Lions,North,NFC,MIN,Minnesota Vikings,North,NFC,3,0
2018,16,Regular season,2,Regulation,DET,Detroit Lions,North,NFC,MIN,Minnesota Vikings,North,NFC,9,14
2018,16,Regular season,3,Regulation,DET,Detroit Lions,North,NFC,MIN,Minnesota Vikings,North,NFC,9,17
2018,16,Regular season,4,Regulation,DET,Detroit Lions,North,NFC,MIN,Minnesota Vikings,North,NFC,9,27
2018,16,Regular season,1,Regulation,IND,Indianapolis Colts,South,AFC,NYG,New York Giants,East,NFC,0,14
2018,16,Regular season,2,Regulation,IND,Indianapolis Colts,South,AFC,NYG,New York Giants,East,NFC,7,17
2018,16,Regular season,3,Regulation,IND,Indianapolis Colts,South,AFC,NYG,New York Giants,East,NFC,21,24
2018,16,Regular season,4,Regulation,IND,Indianapolis Colts,South,AFC,NYG,New York Giants,East,NFC,28,27
2018,16,Regular season,1,Regulation,NO,New Orleans Saints,South,NFC,PIT,Pittsburgh Steelers,North,AFC,7,3
2018,16,Regular season,2,Regulation,NO,New Orleans Saints,South,NFC,PIT,Pittsburgh Steelers,North,AFC,17,14
2018,16,Regular season,3,Regulation,NO,New Orleans Saints,South,NFC,PIT,Pittsburgh Steelers,North,AFC,24,28
2018,16,Regular season,4,Regulation,NO,New Orleans Saints,South,NFC,PIT,Pittsburgh Steelers,North,AFC,31,28
2018,16,Regular season,1,Regulation,DAL,Dallas Cowboys,East,NFC,TB,Tampa Bay Buccaneers,South,NFC,14,3
2018,16,Regular season,2,Regulation,DAL,Dallas Cowboys,East,NFC,TB,Tampa Bay Buccaneers,South,NFC,17,13
2018,16,Regular season,3,Regulation,DAL,Dallas Cowboys,East,NFC,TB,Tampa Bay Buccaneers,South,NFC,27,13
2018,16,Regular season,4,Regulation,DAL,Dallas Cowboys,East,NFC,TB,Tampa Bay Buccaneers,South,NFC,27,20
2018,16,Regular season,1,Regulation,TEN,Tennesse Titans,South,AFC,WAS,Washington Commanders,East,NFC,6,3
2018,16,Regular season,2,Regulation,TEN,Tennesse Titans,South,AFC,WAS,Washington Commanders,East,NFC,9,10
2018,16,Regular season,3,Regulation,TEN,Tennesse Titans,South,AFC,WAS,Washington Commanders,East,NFC,9,13
2018,16,Regular season,4,Regulation,TEN,Tennesse Titans,South,AFC,WAS,Washington Commanders,East,NFC,25,16
2018,17,Regular season,1,Regulation,SEA,Seattle Seahawks,West,NFC,ARI,Arizona Cardinals,West,NFC,7,3
2018,17,Regular season,2,Regulation,SEA,Seattle Seahawks,West,NFC,ARI,Arizona Cardinals,West,NFC,14,13
2018,17,Regular season,3,Regulation,SEA,Seattle Seahawks,West,NFC,ARI,Arizona Cardinals,West,NFC,21,21
2018,17,Regular season,4,Regulation,SEA,Seattle Seahawks,West,NFC,ARI,Arizona Cardinals,West,NFC,27,24
2018,17,Regular season,1,Regulation,TB,Tampa Bay Buccaneers,South,NFC,ATL,Atlanta Falcons,South,NFC,7,0
2018,17,Regular season,2,Regulation,TB,Tampa Bay Buccaneers,South,NFC,ATL,Atlanta Falcons,South,NFC,17,7
2018,17,Regular season,3,Regulation,TB,Tampa Bay Buccaneers,South,NFC,ATL,Atlanta Falcons,South,NFC,20,24
2018,17,Regular season,4,Regulation,TB,Tampa Bay Buccaneers,South,NFC,ATL,Atlanta Falcons,South,NFC,32,34
2018,17,Regular season,1,Regulation,NO,New Orleans Saints,South,NFC,CAR,Carolina Panthers,South,NFC,0,13
2018,17,Regular season,2,Regulation,NO,New Orleans Saints,South,NFC,CAR,Carolina Panthers,South,NFC,0,23
2018,17,Regular season,3,Regulation,NO,New Orleans Saints,South,NFC,CAR,Carolina Panthers,South,NFC,0,30
2018,17,Regular season,4,Regulation,NO,New Orleans Saints,South,NFC,CAR,Carolina Panthers,South,NFC,14,33
2018,17,Regular season,1,Regulation,MIN,Minnesota Vikings,North,NFC,CHI,Chicago Bears,North,NFC,0,7
2018,17,Regular season,2,Regulation,MIN,Minnesota Vikings,North,NFC,CHI,Chicago Bears,North,NFC,3,13
2018,17,Regular season,3,Regulation,MIN,Minnesota Vikings,North,NFC,CHI,Chicago Bears,North,NFC,10,13
2018,17,Regular season,4,Regulation,MIN,Minnesota Vikings,North,NFC,CHI,Chicago Bears,North,NFC,10,24
2018,17,Regular season,1,Regulation,PIT,Pittsburgh Steelers,North,AFC,CIN,Cincinnati Bengals,North,AFC,0,0
2018,17,Regular season,2,Regulation,PIT,Pittsburgh Steelers,North,AFC,CIN,Cincinnati Bengals,North,AFC,3,10
2018,17,Regular season,3,Regulation,PIT,Pittsburgh Steelers,North,AFC,CIN,Cincinnati Bengals,North,AFC,10,10
2018,17,Regular season,4,Regulation,PIT,Pittsburgh Steelers,North,AFC,CIN,Cincinnati Bengals,North,AFC,16,13
2018,17,Regular season,1,Regulation,BAL,Baltimore Ravens,North,AFC,CLE,Cleveland Browns,North,AFC,10,7
2018,17,Regular season,2,Regulation,BAL,Baltimore Ravens,North,AFC,CLE,Cleveland Browns,North,AFC,20,7
2018,17,Regular season,3,Regulation,BAL,Baltimore Ravens,North,AFC,CLE,Cleveland Browns,North,AFC,23,14
2018,17,Regular season,4,Regulation,BAL,Baltimore Ravens,North,AFC,CLE,Cleveland Browns,North,AFC,26,24
2018,17,Regular season,1,Regulation,NYG,New York Giants,East,NFC,DAL,Dallas Cowboys,East,NFC,0,0
2018,17,Regular season,2,Regulation,NYG,New York Giants,East,NFC,DAL,Dallas Cowboys,East,NFC,7,14
2018,17,Regular season,3,Regulation,NYG,New York Giants,East,NFC,DAL,Dallas Cowboys,East,NFC,18,21
2018,17,Regular season,4,Regulation,NYG,New York Giants,East,NFC,DAL,Dallas Cowboys,East,NFC,35,36
2018,17,Regular season,1,Regulation,GB,Green Bay Packers,North,NFC,DET,Detroit Lions,North,NFC,0,7
2018,17,Regular season,2,Regulation,GB,Green Bay Packers,North,NFC,DET,Detroit Lions,North,NFC,0,21
2018,17,Regular season,3,Regulation,GB,Green Bay Packers,North,NFC,DET,Detroit Lions,North,NFC,0,24
2018,17,Regular season,4,Regulation,GB,Green Bay Packers,North,NFC,DET,Detroit Lions,North,NFC,0,31
2018,17,Regular season,1,Regulation,TEN,Tennesse Titans,South,AFC,IND,Indianapolis Colts,South,AFC,0,7
2018,17,Regular season,2,Regulation,TEN,Tennesse Titans,South,AFC,IND,Indianapolis Colts,South,AFC,10,17
2018,17,Regular season,3,Regulation,TEN,Tennesse Titans,South,AFC,IND,Indianapolis Colts,South,AFC,17,24
2018,17,Regular season,4,Regulation,TEN,Tennesse Titans,South,AFC,IND,Indianapolis Colts,South,AFC,17,33
2018,17,Regular season,1,Regulation,HOU,Houston Texans,South,AFC,JAX,Jacksonville Jaguars,South,AFC,3,3
2018,17,Regular season,2,Regulation,HOU,Houston Texans,South,AFC,JAX,Jacksonville Jaguars,South,AFC,17,3
2018,17,Regular season,3,Regulation,HOU,Houston Texans,South,AFC,JAX,Jacksonville Jaguars,South,AFC,17,3
2018,17,Regular season,4,Regulation,HOU,Houston Texans,South,AFC,JAX,Jacksonville Jaguars,South,AFC,20,3
2018,17,Regular season,1,Regulation,DEN,Denver Broncos,West,AFC,LAC,Los Angeles Chargers,West,AFC,0,0
2018,17,Regular season,2,Regulation,DEN,Denver Broncos,West,AFC,LAC,Los Angeles Chargers,West,AFC,3,7
2018,17,Regular season,3,Regulation,DEN,Denver Broncos,West,AFC,LAC,Los Angeles Chargers,West,AFC,3,14
2018,17,Regular season,4,Regulation,DEN,Denver Broncos,West,AFC,LAC,Los Angeles Chargers,West,AFC,9,23
2018,17,Regular season,1,Regulation,BUF,Buffalo Bills,East,AFC,MIA,Miami Dolphins,East,AFC,14,0
2018,17,Regular season,2,Regulation,BUF,Buffalo Bills,East,AFC,MIA,Miami Dolphins,East,AFC,14,14
2018,17,Regular season,3,Regulation,BUF,Buffalo Bills,East,AFC,MIA,Miami Dolphins,East,AFC,28,17
2018,17,Regular season,4,Regulation,BUF,Buffalo Bills,East,AFC,MIA,Miami Dolphins,East,AFC,42,17
2018,17,Regular season,1,Regulation,NE,New England Patriots,East,AFC,NYJ,New York Jets,East,AFC,7,3
2018,17,Regular season,2,Regulation,NE,New England Patriots,East,AFC,NYJ,New York Jets,East,AFC,21,3
2018,17,Regular season,3,Regulation,NE,New England Patriots,East,AFC,NYJ,New York Jets,East,AFC,28,3
2018,17,Regular season,4,Regulation,NE,New England Patriots,East,AFC,NYJ,New York Jets,East,AFC,38,3
2018,17,Regular season,1,Regulation,KC,Kansas City Chiefs,West,AFC,LV,Las Vegas Raiders,West,AFC,14,0
2018,17,Regular season,2,Regulation,KC,Kansas City Chiefs,West,AFC,LV,Las Vegas Raiders,West,AFC,21,3
2018,17,Regular season,3,Regulation,KC,Kansas City Chiefs,West,AFC,LV,Las Vegas Raiders,West,AFC,28,3
2018,17,Regular season,4,Regulation,KC,Kansas City Chiefs,West,AFC,LV,Las Vegas Raiders,West,AFC,35,3
2018,17,Regular season,1,Regulation,WAS,Washington Commanders,East,NFC,PHI,Philadelphia Eagles,East,NFC,0,3
2018,17,Regular season,2,Regulation,WAS,Washington Commanders,East,NFC,PHI,Philadelphia Eagles,East,NFC,0,10
2018,17,Regular season,3,Regulation,WAS,Washington Commanders,East,NFC,PHI,Philadelphia Eagles,East,NFC,0,17
