season,week,game_type,quarter,quarter_type,home_team,home_full_name,home_division,home_conference,away_team,away_full_name,away_division,away_conference,home_team_score,away_team_score
2019,6,Regular season,2,Regulation,ARI,Arizona Cardinals,West,NFC,ATL,Atlanta Falcons,South,NFC,20,10
2019,6,Regular season,3,Regulation,ARI,Arizona Cardinals,West,NFC,ATL,Atlanta Falcons,South,NFC,27,20
2019,6,Regular season,4,Regulation,ARI,Arizona Cardinals,West,NFC,ATL,Atlanta Falcons,South,NFC,34,33
2019,6,Regular season,1,Regulation,TB,Tampa Bay Buccaneers,South,NFC,CAR,Carolina Panthers,South,NFC,0,10
2019,6,Regular season,2,Regulation,TB,Tampa Bay Buccaneers,South,NFC,CAR,Carolina Panthers,South,NFC,7,17
2019,6,Regular season,3,Regulation,TB,Tampa Bay Buccaneers,South,NFC,CAR,Carolina Panthers,South,NFC,10,27
2019,6,Regular season,4,Regulation,TB,Tampa Bay Buccaneers,South,NFC,CAR,Carolina Panthers,South,NFC,26,37
2019,6,Regular season,1,Regulation,BAL,Baltimore Ravens,North,AFC,CIN,Cincinnati Bengals,North,AFC,14,7
2019,6,Regular season,2,Regulation,BAL,Baltimore Ravens,North,AFC,CIN,Cincinnati Bengals,North,AFC,17,10
2019,6,Regular season,3,Regulation,BAL,Baltimore Ravens,North,AFC,CIN,Cincinnati Bengals,North,AFC,20,10
2019,6,Regular season,4,Regulation,BAL,Baltimore Ravens,North,AFC,CIN,Cincinnati Bengals,North,AFC,23,17
2019,6,Regular season,1,Regulation,NYJ,New York Jets,East,AFC,DAL,Dallas Cowboys,East,NFC,7,0
2019,6,Regular season,2,Regulation,NYJ,New York Jets,East,AFC,DAL,Dallas Cowboys,East,NFC,21,6
2019,6,Regular season,3,Regulation,NYJ,New York Jets,East,AFC,DAL,Dallas Cowboys,East,NFC,21,9
2019,6,Regular season,4,Regulation,NYJ,New York Jets,East,AFC,DAL,Dallas Cowboys,East,NFC,24,22
2019,6,Regular season,1,Regulation,GB,Green Bay Packers,North,NFC,DET,Detroit Lions,North,NFC,0,10
2019,6,Regular season,2,Regulation,GB,Green Bay Packers,North,NFC,DET,Detroit Lions,North,NFC,10,13
2019,6,Regular season,3,Regulation,GB,Green Bay Packers,North,NFC,DET,Detroit Lions,North,NFC,13,19
2019,6,Regular season,4,Regulation,GB,Green Bay Packers,North,NFC,DET,Detroit Lions,North,NFC,23,22
2019,6,Regular season,1,Regulation,KC,Kansas City Chiefs,West,AFC,HOU,Houston Texans,South,AFC,17,3
2019,6,Regular season,2,Regulation,KC,Kansas City Chiefs,West,AFC,HOU,Houston Texans,South,AFC,17,23
2019,6,Regular season,3,Regulation,KC,Kansas City Chiefs,West,AFC,HOU,Houston Texans,South,AFC,24,23
2019,6,Regular season,4,Regulation,KC,Kansas City Chiefs,West,AFC,HOU,Houston Texans,South,AFC,24,31
2019,6,Regular season,1,Regulation,JAX,Jacksonville Jaguars,South,AFC,NO,New Orleans Saints,South,NFC,0,3
2019,6,Regular season,2,Regulation,JAX,Jacksonville Jaguars,South,AFC,NO,New Orleans Saints,South,NFC,3,3
2019,6,Regular season,3,Regulation,JAX,Jacksonville Jaguars,South,AFC,NO,New Orleans Saints,South,NFC,6,6
2019,6,Regular season,4,Regulation,JAX,Jacksonville Jaguars,South,AFC,NO,New Orleans Saints,South,NFC,6,13
2019,6,Regular season,1,Regulation,NE,New England Patriots,East,AFC,NYG,New York Giants,East,NFC,7,0
2019,6,Regular season,2,Regulation,NE,New England Patriots,East,AFC,NYG,New York Giants,East,NFC,21,14
2019,6,Regular season,3,Regulation,NE,New England Patriots,East,AFC,NYG,New York Giants,East,NFC,21,14
2019,6,Regular season,4,Regulation,NE,New England Patriots,East,AFC,NYG,New York Giants,East,NFC,35,14
2019,6,Regular season,1,Regulation,MIN,Minnesota Vikings,North,NFC,PHI,Philadelphia Eagles,East,NFC,10,0
2019,6,Regular season,2,Regulation,MIN,Minnesota Vikings,North,NFC,PHI,Philadelphia Eagles,East,NFC,24,10
2019,6,Regular season,3,Regulation,MIN,Minnesota Vikings,North,NFC,PHI,Philadelphia Eagles,East,NFC,31,20
2019,6,Regular season,4,Regulation,MIN,Minnesota Vikings,North,NFC,PHI,Philadelphia Eagles,East,NFC,38,20
2019,6,Regular season,1,Regulation,LAC,Los Angeles Chargers,West,AFC,PIT,Pittsburgh Steelers,North,AFC,0,14
2019,6,Regular season,2,Regulation,LAC,Los Angeles Chargers,West,AFC,PIT,Pittsburgh Steelers,North,AFC,0,21
2019,6,Regular season,3,Regulation,LAC,Los Angeles Chargers,West,AFC,PIT,Pittsburgh Steelers,North,AFC,0,24
2019,6,Regular season,4,Regulation,LAC,Los Angeles Chargers,West,AFC,PIT,Pittsburgh Steelers,North,AFC,17,24
2019,6,Regular season,1,Regulation,CLE,Cleveland Browns,North,AFC,SEA,Seattle Seahawks,West,NFC,14,6
2019,6,Regular season,2,Regulation,CLE,Cleveland Browns,North,AFC,SEA,Seattle Seahawks,West,NFC,20,18
2019,6,Regular season,3,Regulation,CLE,Cleveland Browns,North,AFC,SEA,Seattle Seahawks,West,NFC,20,25
2019,6,Regular season,4,Regulation,CLE,Cleveland Browns,North,AFC,SEA,Seattle Seahawks,West,NFC,28,32
2019,6,Regular season,1,Regulation,LA,Los Angeles Rams,West,NFC,SF,San Francisco 49ers,West,NFC,7,7
2019,6,Regular season,2,Regulation,LA,Los Angeles Rams,West,NFC,SF,San Francisco 49ers,West,NFC,7,7
2019,6,Regular season,3,Regulation,LA,Los Angeles Rams,West,NFC,SF,San Francisco 49ers,West,NFC,7,17
2019,6,Regular season,4,Regulation,LA,Los Angeles Rams,West,NFC,SF,San Francisco 49ers,West,NFC,7,20
2019,6,Regular season,1,Regulation,DEN,Denver Broncos,West,AFC,TEN,Tennesse Titans,South,AFC,3,0
2019,6,Regular season,2,Regulation,DEN,Denver Broncos,West,AFC,TEN,Tennesse Titans,South,AFC,6,0
2019,6,Regular season,3,Regulation,DEN,Denver Broncos,West,AFC,TEN,Tennesse Titans,South,AFC,13,0
2019,6,Regular season,4,Regulation,DEN,Denver Broncos,West,AFC,TEN,Tennesse Titans,South,AFC,16,0
2019,6,Regular season,1,Regulation,MIA,Miami Dolphins,East,AFC,WAS,Washington Commanders,East,NFC,0,0
2019,6,Regular season,2,Regulation,MIA,Miami Dolphins,East,AFC,WAS,Washington Commanders,East,NFC,3,7
2019,6,Regular season,3,Regulation,MIA,Miami Dolphins,East,AFC,WAS,Washington Commanders,East,NFC,3,17
2019,6,Regular season,4,Regulation,MIA,Miami Dolphins,East,AFC,WAS,Washington Commanders,East,NFC,16,17
2019,7,Regular season,1,Regulation,NYG,New York Giants,East,NFC,ARI,Arizona Cardinals,West,NFC,0,14
2019,7,Regular season,2,Regulation,NYG,New York Giants,East,NFC,ARI,Arizona Cardinals,West,NFC,14,17
2019,7,Regular season,3,Regulation,NYG,New York Giants,East,NFC,ARI,Arizona Cardinals,West,NFC,14,24
2019,7,Regular season,4,Regulation,NYG,New York Giants,East,NFC,ARI,Arizona Cardinals,West,NFC,21,27
2019,7,Regular season,1,Regulation,SEA,Seattle Seahawks,West,NFC,BAL,Baltimore Ravens,North,AFC,0,3
2019,7,Regular season,2,Regulation,SEA,Seattle Seahawks,West,NFC,BAL,Baltimore Ravens,North,AFC,13,13
2019,7,Regular season,3,Regulation,SEA,Seattle Seahawks,West,NFC,BAL,Baltimore Ravens,North,AFC,13,20
2019,7,Regular season,4,Regulation,SEA,Seattle Seahawks,West,NFC,BAL,Baltimore Ravens,North,AFC,16,30
2019,7,Regular season,1,Regulation,IND,Indianapolis Colts,South,AFC,HOU,Houston Texans,South,AFC,7,0
2019,7,Regular season,2,Regulation,IND,Indianapolis Colts,South,AFC,HOU,Houston Texans,South,AFC,14,9
2019,7,Regular season,3,Regulation,IND,Indianapolis Colts,South,AFC,HOU,Houston Texans,South,AFC,28,16
2019,7,Regular season,4,Regulation,IND,Indianapolis Colts,South,AFC,HOU,Houston Texans,South,AFC,30,23
2019,7,Regular season,1,Regulation,CIN,Cincinnati Bengals,North,AFC,JAX,Jacksonville Jaguars,South,AFC,0,0
2019,7,Regular season,2,Regulation,CIN,Cincinnati Bengals,North,AFC,JAX,Jacksonville Jaguars,South,AFC,7,6
2019,7,Regular season,3,Regulation,CIN,Cincinnati Bengals,North,AFC,JAX,Jacksonville Jaguars,South,AFC,10,9
2019,7,Regular season,4,Regulation,CIN,Cincinnati Bengals,North,AFC,JAX,Jacksonville Jaguars,South,AFC,17,27
2019,7,Regular season,1,Regulation,DEN,Denver Broncos,West,AFC,KC,Kansas City Chiefs,West,AFC,6,10
2019,7,Regular season,2,Regulation,DEN,Denver Broncos,West,AFC,KC,Kansas City Chiefs,West,AFC,6,20
2019,7,Regular season,3,Regulation,DEN,Denver Broncos,West,AFC,KC,Kansas City Chiefs,West,AFC,6,27
2019,7,Regular season,4,Regulation,DEN,Denver Broncos,West,AFC,KC,Kansas City Chiefs,West,AFC,6,30
2019,7,Regular season,1,Regulation,ATL,Atlanta Falcons,South,NFC,LA,Los Angeles Rams,West,NFC,3,3
2019,7,Regular season,2,Regulation,ATL,Atlanta Falcons,South,NFC,LA,Los Angeles Rams,West,NFC,3,13
2019,7,Regular season,3,Regulation,ATL,Atlanta Falcons,South,NFC,LA,Los Angeles Rams,West,NFC,3,27
2019,7,Regular season,4,Regulation,ATL,Atlanta Falcons,South,NFC,LA,Los Angeles Rams,West,NFC,10,37
2019,7,Regular season,1,Regulation,TEN,Tennesse Titans,South,AFC,LAC,Los Angeles Chargers,West,AFC,3,3
2019,7,Regular season,2,Regulation,TEN,Tennesse Titans,South,AFC,LAC,Los Angeles Chargers,West,AFC,10,10
2019,7,Regular season,3,Regulation,TEN,Tennesse Titans,South,AFC,LAC,Los Angeles Chargers,West,AFC,10,10
2019,7,Regular season,4,Regulation,TEN,Tennesse Titans,South,AFC,LAC,Los Angeles Chargers,West,AFC,23,20
2019,7,Regular season,1,Regulation,BUF,Buffalo Bills,East,AFC,MIA,Miami Dolphins,East,AFC,6,0
2019,7,Regular season,2,Regulation,BUF,Buffalo Bills,East,AFC,MIA,Miami Dolphins,East,AFC,9,14
2019,7,Regular season,3,Regulation,BUF,Buffalo Bills,East,AFC,MIA,Miami Dolphins,East,AFC,9,14
2019,7,Regular season,4,Regulation,BUF,Buffalo Bills,East,AFC,MIA,Miami Dolphins,East,AFC,31,21
2019,7,Regular season,1,Regulation,DET,Detroit Lions,North,NFC,MIN,Minnesota Vikings,North,NFC,14,7
2019,7,Regular season,2,Regulation,DET,Detroit Lions,North,NFC,MIN,Minnesota Vikings,North,NFC,21,21
2019,7,Regular season,3,Regulation,DET,Detroit Lions,North,NFC,MIN,Minnesota Vikings,North,NFC,24,28
2019,7,Regular season,4,Regulation,DET,Detroit Lions,North,NFC,MIN,Minnesota Vikings,North,NFC,30,42
2019,7,Regular season,1,Regulation,NYJ,New York Jets,East,AFC,NE,New England Patriots,East,AFC,0,17
2019,7,Regular season,2,Regulation,NYJ,New York Jets,East,AFC,NE,New England Patriots,East,AFC,0,24
2019,7,Regular season,3,Regulation,NYJ,New York Jets,East,AFC,NE,New England Patriots,East,AFC,0,26
2019,7,Regular season,4,Regulation,NYJ,New York Jets,East,AFC,NE,New England Patriots,East,AFC,0,33
2019,7,Regular season,1,Regulation,CHI,Chicago Bears,North,NFC,NO,New Orleans Saints,South,NFC,7,9
2019,7,Regular season,2,Regulation,CHI,Chicago Bears,North,NFC,NO,New Orleans Saints,South,NFC,10,12
2019,7,Regular season,3,Regulation,CHI,Chicago Bears,North,NFC,NO,New Orleans Saints,South,NFC,10,26
2019,7,Regular season,4,Regulation,CHI,Chicago Bears,North,NFC,NO,New Orleans Saints,South,NFC,25,36
2019,7,Regular season,1,Regulation,GB,Green Bay Packers,North,NFC,LV,Las Vegas Raiders,West,AFC,7,3
2019,7,Regular season,2,Regulation,GB,Green Bay Packers,North,NFC,LV,Las Vegas Raiders,West,AFC,21,10
2019,7,Regular season,3,Regulation,GB,Green Bay Packers,North,NFC,LV,Las Vegas Raiders,West,AFC,35,17
2019,7,Regular season,4,Regulation,GB,Green Bay Packers,North,NFC,LV,Las Vegas Raiders,West,AFC,42,24
2019,7,Regular season,1,Regulation,DAL,Dallas Cowboys,East,NFC,PHI,Philadelphia Eagles,East,NFC,14,7
2019,7,Regular season,2,Regulation,DAL,Dallas Cowboys,East,NFC,PHI,Philadelphia Eagles,East,NFC,27,7
2019,7,Regular season,3,Regulation,DAL,Dallas Cowboys,East,NFC,PHI,Philadelphia Eagles,East,NFC,27,10
2019,7,Regular season,4,Regulation,DAL,Dallas Cowboys,East,NFC,PHI,Philadelphia Eagles,East,NFC,37,10
2019,7,Regular season,1,Regulation,WAS,Washington Commanders,East,NFC,SF,San Francisco 49ers,West,NFC,0,0
2019,7,Regular season,2,Regulation,WAS,Washington Commanders,East,NFC,SF,San Francisco 49ers,West,NFC,0,0
2019,7,Regular season,3,Regulation,WAS,Washington Commanders,East,NFC,SF,San Francisco 49ers,West,NFC,0,3
2019,7,Regular season,4,Regulation,WAS,Washington Commanders,East,NFC,SF,San Francisco 49ers,West,NFC,0,9
2019,8,Regular season,1,Regulation,NO,New Orleans Saints,South,NFC,ARI,Arizona Cardinals,West,NFC,0,3
2019,8,Regular season,2,Regulation,NO,New Orleans Saints,South,NFC,ARI,Arizona Cardinals,West,NFC,10,6
2019,8,Regular season,3,Regulation,NO,New Orleans Saints,South,NFC,ARI,Arizona Cardinals,West,NFC,17,9
2019,8,Regular season,4,Regulation,NO,New Orleans Saints,South,NFC,ARI,Arizona Cardinals,West,NFC,31,9
2019,8,Regular season,1,Regulation,SF,San Francisco 49ers,West,NFC,CAR,Carolina Panthers,South,NFC,14,3
2019,8,Regular season,2,Regulation,SF,San Francisco 49ers,West,NFC,CAR,Carolina Panthers,South,NFC,27,3
2019,8,Regular season,3,Regulation,SF,San Francisco 49ers,West,NFC,CAR,Carolina Panthers,South,NFC,41,13
2019,8,Regular season,4,Regulation,SF,San Francisco 49ers,West,NFC,CAR,Carolina Panthers,South,NFC,51,13
2019,8,Regular season,1,Regulation,LA,Los Angeles Rams,West,NFC,CIN,Cincinnati Bengals,North,AFC,3,0
2019,8,Regular season,2,Regulation,LA,Los Angeles Rams,West,NFC,CIN,Cincinnati Bengals,North,AFC,17,10
2019,8,Regular season,3,Regulation,LA,Los Angeles Rams,West,NFC,CIN,Cincinnati Bengals,North,AFC,24,10
2019,8,Regular season,4,Regulation,LA,Los Angeles Rams,West,NFC,CIN,Cincinnati Bengals,North,AFC,24,10
2019,8,Regular season,1,Regulation,NE,New England Patriots,East,AFC,CLE,Cleveland Browns,North,AFC,17,0
2019,8,Regular season,2,Regulation,NE,New England Patriots,East,AFC,CLE,Cleveland Browns,North,AFC,17,7
2019,8,Regular season,3,Regulation,NE,New England Patriots,East,AFC,CLE,Cleveland Browns,North,AFC,24,10
2019,8,Regular season,4,Regulation,NE,New England Patriots,East,AFC,CLE,Cleveland Browns,North,AFC,27,13
2019,8,Regular season,1,Regulation,IND,Indianapolis Colts,South,AFC,DEN,Denver Broncos,West,AFC,0,0
2019,8,Regular season,2,Regulation,IND,Indianapolis Colts,South,AFC,DEN,Denver Broncos,West,AFC,3,6
2019,8,Regular season,3,Regulation,IND,Indianapolis Colts,South,AFC,DEN,Denver Broncos,West,AFC,12,13
2019,8,Regular season,4,Regulation,IND,Indianapolis Colts,South,AFC,DEN,Denver Broncos,West,AFC,15,13
2019,8,Regular season,1,Regulation,KC,Kansas City Chiefs,West,AFC,GB,Green Bay Packers,North,NFC,0,14
2019,8,Regular season,2,Regulation,KC,Kansas City Chiefs,West,AFC,GB,Green Bay Packers,North,NFC,17,14
2019,8,Regular season,3,Regulation,KC,Kansas City Chiefs,West,AFC,GB,Green Bay Packers,North,NFC,17,17
2019,8,Regular season,4,Regulation,KC,Kansas City Chiefs,West,AFC,GB,Green Bay Packers,North,NFC,24,31
2019,8,Regular season,1,Regulation,CHI,Chicago Bears,North,NFC,LAC,Los Angeles Chargers,West,AFC,0,0
2019,8,Regular season,2,Regulation,CHI,Chicago Bears,North,NFC,LAC,Los Angeles Chargers,West,AFC,9,7
2019,8,Regular season,3,Regulation,CHI,Chicago Bears,North,NFC,LAC,Los Angeles Chargers,West,AFC,16,10
2019,8,Regular season,4,Regulation,CHI,Chicago Bears,North,NFC,LAC,Los Angeles Chargers,West,AFC,16,17
2019,8,Regular season,1,Regulation,PIT,Pittsburgh Steelers,North,AFC,MIA,Miami Dolphins,East,AFC,0,14
2019,8,Regular season,2,Regulation,PIT,Pittsburgh Steelers,North,AFC,MIA,Miami Dolphins,East,AFC,10,14
2019,8,Regular season,3,Regulation,PIT,Pittsburgh Steelers,North,AFC,MIA,Miami Dolphins,East,AFC,17,14
2019,8,Regular season,4,Regulation,PIT,Pittsburgh Steelers,North,AFC,MIA,Miami Dolphins,East,AFC,27,14
2019,8,Regular season,1,Regulation,DET,Detroit Lions,North,NFC,NYG,New York Giants,East,NFC,14,0
2019,8,Regular season,2,Regulation,DET,Detroit Lions,North,NFC,NYG,New York Giants,East,NFC,17,13
2019,8,Regular season,3,Regulation,DET,Detroit Lions,North,NFC,NYG,New York Giants,East,NFC,24,19
2019,8,Regular season,4,Regulation,DET,Detroit Lions,North,NFC,NYG,New York Giants,East,NFC,31,26
2019,8,Regular season,1,Regulation,JAX,Jacksonville Jaguars,South,AFC,NYJ,New York Jets,East,AFC,13,7
2019,8,Regular season,2,Regulation,JAX,Jacksonville Jaguars,South,AFC,NYJ,New York Jets,East,AFC,19,7
2019,8,Regular season,3,Regulation,JAX,Jacksonville Jaguars,South,AFC,NYJ,New York Jets,East,AFC,22,7
2019,8,Regular season,4,Regulation,JAX,Jacksonville Jaguars,South,AFC,NYJ,New York Jets,East,AFC,29,15
2019,8,Regular season,1,Regulation,HOU,Houston Texans,South,AFC,LV,Las Vegas Raiders,West,AFC,7,7
2019,8,Regular season,2,Regulation,HOU,Houston Texans,South,AFC,LV,Las Vegas Raiders,West,AFC,10,14
2019,8,Regular season,3,Regulation,HOU,Houston Texans,South,AFC,LV,Las Vegas Raiders,West,AFC,13,21
2019,8,Regular season,4,Regulation,HOU,Houston Texans,South,AFC,LV,Las Vegas Raiders,West,AFC,27,24
2019,8,Regular season,1,Regulation,BUF,Buffalo Bills,East,AFC,PHI,Philadelphia Eagles,East,NFC,0,3
2019,8,Regular season,2,Regulation,BUF,Buffalo Bills,East,AFC,PHI,Philadelphia Eagles,East,NFC,7,11
2019,8,Regular season,3,Regulation,BUF,Buffalo Bills,East,AFC,PHI,Philadelphia Eagles,East,NFC,13,24
2019,8,Regular season,4,Regulation,BUF,Buffalo Bills,East,AFC,PHI,Philadelphia Eagles,East,NFC,13,31
2019,8,Regular season,1,Regulation,ATL,Atlanta Falcons,South,NFC,SEA,Seattle Seahawks,West,NFC,0,3
2019,8,Regular season,2,Regulation,ATL,Atlanta Falcons,South,NFC,SEA,Seattle Seahawks,West,NFC,0,24
2019,8,Regular season,3,Regulation,ATL,Atlanta Falcons,South,NFC,SEA,Seattle Seahawks,West,NFC,11,24
2019,8,Regular season,4,Regulation,ATL,Atlanta Falcons,South,NFC,SEA,Seattle Seahawks,West,NFC,20,27
2019,8,Regular season,1,Regulation,TEN,Tennesse Titans,South,AFC,TB,Tampa Bay Buccaneers,South,NFC,14,3
2019,8,Regular season,2,Regulation,TEN,Tennesse Titans,South,AFC,TB,Tampa Bay Buccaneers,South,NFC,17,15
2019,8,Regular season,3,Regulation,TEN,Tennesse Titans,South,AFC,TB,Tampa Bay Buccaneers,South,NFC,20,23
2019,8,Regular season,4,Regulation,TEN,Tennesse Titans,South,AFC,TB,Tampa Bay Buccaneers,South,NFC,27,23
2019,8,Regular season,1,Regulation,MIN,Minnesota Vikings,North,NFC,WAS,Washington Commanders,East,NFC,3,0
2019,8,Regular season,2,Regulation,MIN,Minnesota Vikings,North,NFC,WAS,Washington Commanders,East,NFC,13,6
2019,8,Regular season,3,Regulation,MIN,Minnesota Vikings,North,NFC,WAS,Washington Commanders,East,NFC,16,9
2019,8,Regular season,4,Regulation,MIN,Minnesota Vikings,North,NFC,WAS,Washington Commanders,East,NFC,19,9
2019,9,Regular season,1,Regulation,PHI,Philadelphia Eagles,East,NFC,CHI,Chicago Bears,North,NFC,3,0
2019,9,Regular season,2,Regulation,PHI,Philadelphia Eagles,East,NFC,CHI,Chicago Bears,North,NFC,12,0
2019,9,Regular season,3,Regulation,PHI,Philadelphia Eagles,East,NFC,CHI,Chicago Bears,North,NFC,19,7
2019,9,Regular season,4,Regulation,PHI,Philadelphia Eagles,East,NFC,CHI,Chicago Bears,North,NFC,22,14
2019,9,Regular season,1,Regulation,DEN,Denver Broncos,West,AFC,CLE,Cleveland Browns,North,AFC,7,0
2019,9,Regular season,2,Regulation,DEN,Denver Broncos,West,AFC,CLE,Cleveland Browns,North,AFC,17,12
2019,9,Regular season,3,Regulation,DEN,Denver Broncos,West,AFC,CLE,Cleveland Browns,North,AFC,24,12
2019,9,Regular season,4,Regulation,DEN,Denver Broncos,West,AFC,CLE,Cleveland Browns,North,AFC,24,19
2019,9,Regular season,1,Regulation,NYG,New York Giants,East,NFC,DAL,Dallas Cowboys,East,NFC,3,3
2019,9,Regular season,2,Regulation,NYG,New York Giants,East,NFC,DAL,Dallas Cowboys,East,NFC,12,13
2019,9,Regular season,3,Regulation,NYG,New York Giants,East,NFC,DAL,Dallas Cowboys,East,NFC,15,16
2019,9,Regular season,4,Regulation,NYG,New York Giants,East,NFC,DAL,Dallas Cowboys,East,NFC,18,37
2019,9,Regular season,1,Regulation,LV,Las Vegas Raiders,West,AFC,DET,Detroit Lions,North,NFC,7,7
2019,9,Regular season,2,Regulation,LV,Las Vegas Raiders,West,AFC,DET,Detroit Lions,North,NFC,17,14
2019,9,Regular season,3,Regulation,LV,Las Vegas Raiders,West,AFC,DET,Detroit Lions,North,NFC,17,17
2019,9,Regular season,4,Regulation,LV,Las Vegas Raiders,West,AFC,DET,Detroit Lions,North,NFC,31,24
2019,9,Regular season,1,Regulation,LAC,Los Angeles Chargers,West,AFC,GB,Green Bay Packers,North,NFC,6,0
2019,9,Regular season,2,Regulation,LAC,Los Angeles Chargers,West,AFC,GB,Green Bay Packers,North,NFC,9,0
2019,9,Regular season,3,Regulation,LAC,Los Angeles Chargers,West,AFC,GB,Green Bay Packers,North,NFC,19,3
2019,9,Regular season,4,Regulation,LAC,Los Angeles Chargers,West,AFC,GB,Green Bay Packers,North,NFC,26,11
2019,9,Regular season,1,Regulation,JAX,Jacksonville Jaguars,South,AFC,HOU,Houston Texans,South,AFC,0,3
2019,9,Regular season,2,Regulation,JAX,Jacksonville Jaguars,South,AFC,HOU,Houston Texans,South,AFC,3,9
2019,9,Regular season,3,Regulation,JAX,Jacksonville Jaguars,South,AFC,HOU,Houston Texans,South,AFC,3,19
2019,9,Regular season,4,Regulation,JAX,Jacksonville Jaguars,South,AFC,HOU,Houston Texans,South,AFC,3,26
2019,9,Regular season,1,Regulation,PIT,Pittsburgh Steelers,North,AFC,IND,Indianapolis Colts,South,AFC,3,3
2019,9,Regular season,2,Regulation,PIT,Pittsburgh Steelers,North,AFC,IND,Indianapolis Colts,South,AFC,13,16
2019,9,Regular season,3,Regulation,PIT,Pittsburgh Steelers,North,AFC,IND,Indianapolis Colts,South,AFC,20,18
2019,9,Regular season,4,Regulation,PIT,Pittsburgh Steelers,North,AFC,IND,Indianapolis Colts,South,AFC,26,24
2019,9,Regular season,1,Regulation,KC,Kansas City Chiefs,West,AFC,MIN,Minnesota Vikings,North,NFC,7,7
2019,9,Regular season,2,Regulation,KC,Kansas City Chiefs,West,AFC,MIN,Minnesota Vikings,North,NFC,10,10
2019,9,Regular season,3,Regulation,KC,Kansas City Chiefs,West,AFC,MIN,Minnesota Vikings,North,NFC,20,16
2019,9,Regular season,4,Regulation,KC,Kansas City Chiefs,West,AFC,MIN,Minnesota Vikings,North,NFC,26,23
2019,9,Regular season,1,Regulation,BAL,Baltimore Ravens,North,AFC,NE,New England Patriots,East,AFC,10,0
2019,9,Regular season,2,Regulation,BAL,Baltimore Ravens,North,AFC,NE,New England Patriots,East,AFC,17,13
2019,9,Regular season,3,Regulation,BAL,Baltimore Ravens,North,AFC,NE,New England Patriots,East,AFC,24,20
2019,9,Regular season,4,Regulation,BAL,Baltimore Ravens,North,AFC,NE,New England Patriots,East,AFC,37,20
2019,9,Regular season,1,Regulation,MIA,Miami Dolphins,East,AFC,NYJ,New York Jets,East,AFC,0,7
2019,9,Regular season,2,Regulation,MIA,Miami Dolphins,East,AFC,NYJ,New York Jets,East,AFC,21,12
2019,9,Regular season,3,Regulation,MIA,Miami Dolphins,East,AFC,NYJ,New York Jets,East,AFC,24,15
2019,9,Regular season,4,Regulation,MIA,Miami Dolphins,East,AFC,NYJ,New York Jets,East,AFC,26,18
2019,9,Regular season,1,Regulation,ARI,Arizona Cardinals,West,NFC,SF,San Francisco 49ers,West,NFC,7,7
2019,9,Regular season,2,Regulation,ARI,Arizona Cardinals,West,NFC,SF,San Francisco 49ers,West,NFC,7,21
2019,9,Regular season,3,Regulation,ARI,Arizona Cardinals,West,NFC,SF,San Francisco 49ers,West,NFC,14,28
2019,9,Regular season,4,Regulation,ARI,Arizona Cardinals,West,NFC,SF,San Francisco 49ers,West,NFC,25,28
2019,9,Regular season,1,Regulation,SEA,Seattle Seahawks,West,NFC,TB,Tampa Bay Buccaneers,South,NFC,7,14
2019,9,Regular season,2,Regulation,SEA,Seattle Seahawks,West,NFC,TB,Tampa Bay Buccaneers,South,NFC,13,21
2019,9,Regular season,3,Regulation,SEA,Seattle Seahawks,West,NFC,TB,Tampa Bay Buccaneers,South,NFC,21,24
2019,9,Regular season,4,Regulation,SEA,Seattle Seahawks,West,NFC,TB,Tampa Bay Buccaneers,South,NFC,34,34
2019,9,Regular season,5,Overtime,SEA,Seattle Seahawks,West,NFC,TB,Tampa Bay Buccaneers,South,NFC,40,34
2019,9,Regular season,1,Regulation,CAR,Carolina Panthers,South,NFC,TEN,Tennesse Titans,South,AFC,0,0
2019,9,Regular season,2,Regulation,CAR,Carolina Panthers,South,NFC,TEN,Tennesse Titans,South,AFC,17,0
2019,9,Regular season,3,Regulation,CAR,Carolina Panthers,South,NFC,TEN,Tennesse Titans,South,AFC,24,7
2019,9,Regular season,4,Regulation,CAR,Carolina Panthers,South,NFC,TEN,Tennesse Titans,South,AFC,30,20
2019,9,Regular season,1,Regulation,BUF,Buffalo Bills,East,AFC,WAS,Washington Commanders,East,NFC,10,0
2019,9,Regular season,2,Regulation,BUF,Buffalo Bills,East,AFC,WAS,Washington Commanders,East,NFC,17,6
2019,9,Regular season,3,Regulation,BUF,Buffalo Bills,East,AFC,WAS,Washington Commanders,East,NFC,17,9
2019,9,Regular season,4,Regulation,BUF,Buffalo Bills,East,AFC,WAS,Washington Commanders,East,NFC,24,9
2019,10,Regular season,1,Regulation,TB,Tampa Bay Buccaneers,South,NFC,ARI,Arizona Cardinals,West,NFC,7,3
2019,10,Regular season,2,Regulation,TB,Tampa Bay Buccaneers,South,NFC,ARI,Arizona Cardinals,West,NFC,17,13
2019,10,Regular season,3,Regulation,TB,Tampa Bay Buccaneers,South,NFC,ARI,Arizona Cardinals,West,NFC,20,20
2019,10,Regular season,4,Regulation,TB,Tampa Bay Buccaneers,South,NFC,ARI,Arizona Cardinals,West,NFC,30,27
2019,10,Regular season,1,Regulation,NO,New Orleans Saints,South,NFC,ATL,Atlanta Falcons,South,NFC,3,3
2019,10,Regular season,2,Regulation,NO,New Orleans Saints,South,NFC,ATL,Atlanta Falcons,South,NFC,6,13
